# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2017-10-05 14:01:46 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 05427948 PHEASANT BRANCH AT MIDDLETON, WI
# -----------------------------------------------------------------------------------
#
# Data provided for site 05427948
#            TS   parameter     statistic     Description
#        154983       00060     00003     Discharge, cubic feet per second (Mean)
#        154986       00671     00003     Orthophosphate, water, filtered, milligrams per liter as phosphorus (Mean)
#        154988       00665     00003     Phosphorus, water, unfiltered, milligrams per liter as phosphorus (Mean)
#        154990       00095     00001     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Maximum)
#        154991       00095     00002     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Minimum)
#        154992       00095     00003     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Mean)
#        154993       00045     00006     Precipitation, total, inches (Sum)
#        154994       00010     00001     Temperature, water, degrees Celsius (Maximum)
#        154995       00010     00002     Temperature, water, degrees Celsius (Minimum)
#        154996       00010     00003     Temperature, water, degrees Celsius (Mean)
#        154997       00631     00003     Nitrate plus nitrite, water, filtered, milligrams per liter as nitrogen (Mean)
#        154999       00625     00003     Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (Mean)
#        155001       00608     00003     Ammonia (NH3 + NH4+), water, filtered, milligrams per liter as nitrogen (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	154983_00060_00003	154983_00060_00003_cd	154986_00671_00003	154986_00671_00003_cd	154988_00665_00003	154988_00665_00003_cd	154990_00095_00001	154990_00095_00001_cd	154991_00095_00002	154991_00095_00002_cd	154992_00095_00003	154992_00095_00003_cd	154993_00045_00006	154993_00045_00006_cd	154994_00010_00001	154994_00010_00001_cd	154995_00010_00002	154995_00010_00002_cd	154996_00010_00003	154996_00010_00003_cd	154997_00631_00003	154997_00631_00003_cd	154999_00625_00003	154999_00625_00003_cd	155001_00608_00003	155001_00608_00003_cd
USGS	05427948	1974-08-23	1.30	A																								
USGS	05427948	1974-08-24	1.10	A																								
USGS	05427948	1974-08-25	1.10	A																								
USGS	05427948	1974-08-26	1.30	A																								
USGS	05427948	1974-08-27	1.60	A																								
USGS	05427948	1974-08-28	1.10	A																								
USGS	05427948	1974-08-29	1.10	A																								
USGS	05427948	1974-08-30	1.10	A																								
USGS	05427948	1974-08-31	1.20	A																								
USGS	05427948	1974-09-01	1.10	A																								
USGS	05427948	1974-09-02	1.10	A																								
USGS	05427948	1974-09-03	1.10	A																								
USGS	05427948	1974-09-04	1.10	A																								
USGS	05427948	1974-09-05	1.10	A																								
USGS	05427948	1974-09-06	1.10	A																								
USGS	05427948	1974-09-07	1.10	A																								
USGS	05427948	1974-09-08	1.10	A																								
USGS	05427948	1974-09-09	1.10	A																								
USGS	05427948	1974-09-10	1.10	A																								
USGS	05427948	1974-09-11	1.10	A																								
USGS	05427948	1974-09-12	1.20	A																								
USGS	05427948	1974-09-13	1.30	A																								
USGS	05427948	1974-09-14	1.10	A																								
USGS	05427948	1974-09-15	1.10	A																								
USGS	05427948	1974-09-16	1.10	A																								
USGS	05427948	1974-09-17	1.10	A																								
USGS	05427948	1974-09-18	1.10	A																								
USGS	05427948	1974-09-19	1.10	A																								
USGS	05427948	1974-09-20	1.10	A																								
USGS	05427948	1974-09-21	1.10	A																								
USGS	05427948	1974-09-22	1.10	A																								
USGS	05427948	1974-09-23	1.10	A																								
USGS	05427948	1974-09-24	1.10	A																								
USGS	05427948	1974-09-25	1.10	A																								
USGS	05427948	1974-09-26	1.10	A																								
USGS	05427948	1974-09-27	1.10	A																								
USGS	05427948	1974-09-28	1.20	A																								
USGS	05427948	1974-09-29	1.50	A																								
USGS	05427948	1974-09-30	1.10	A																								
USGS	05427948	1974-10-01	1.10	A																								
USGS	05427948	1974-10-02	1.10	A																								
USGS	05427948	1974-10-03	1.10	A																								
USGS	05427948	1974-10-04	1.10	A																								
USGS	05427948	1974-10-05	1.20	A																								
USGS	05427948	1974-10-06	1.90	A																								
USGS	05427948	1974-10-07	1.50	A																								
USGS	05427948	1974-10-08	1.20	A																								
USGS	05427948	1974-10-09	1.10	A																								
USGS	05427948	1974-10-10	0.90	A																								
USGS	05427948	1974-10-11	1.00	A																								
USGS	05427948	1974-10-12	1.30	A																								
USGS	05427948	1974-10-13	1.50	A																								
USGS	05427948	1974-10-14	1.90	A																								
USGS	05427948	1974-10-15	1.60	A																								
USGS	05427948	1974-10-16	1.40	A																								
USGS	05427948	1974-10-17	1.30	A																								
USGS	05427948	1974-10-18	1.30	A																								
USGS	05427948	1974-10-19	1.30	A																								
USGS	05427948	1974-10-20	1.30	A																								
USGS	05427948	1974-10-21	1.30	A																								
USGS	05427948	1974-10-22	1.30	A																								
USGS	05427948	1974-10-23	1.40	A																								
USGS	05427948	1974-10-24	1.30	A																								
USGS	05427948	1974-10-25	1.30	A																								
USGS	05427948	1974-10-26	1.30	A																								
USGS	05427948	1974-10-27	1.30	A																								
USGS	05427948	1974-10-28	2.00	A																								
USGS	05427948	1974-10-29	3.20	A																								
USGS	05427948	1974-10-30	3.40	A																								
USGS	05427948	1974-10-31	4.70	A																								
USGS	05427948	1974-11-01	5.70	A																								
USGS	05427948	1974-11-02	2.30	A																								
USGS	05427948	1974-11-03	2.00	A																								
USGS	05427948	1974-11-04	1.60	A																								
USGS	05427948	1974-11-05	1.60	A																								
USGS	05427948	1974-11-06	1.60	A																								
USGS	05427948	1974-11-07	1.60	A																								
USGS	05427948	1974-11-08	1.80	A																								
USGS	05427948	1974-11-09	1.80	A																								
USGS	05427948	1974-11-10	4.40	A																								
USGS	05427948	1974-11-11	5.00	A																								
USGS	05427948	1974-11-12	2.80	A																								
USGS	05427948	1974-11-13	2.40	A																								
USGS	05427948	1974-11-14	2.10	A																								
USGS	05427948	1974-11-15	2.00	A																								
USGS	05427948	1974-11-16	2.00	A																								
USGS	05427948	1974-11-17	2.00	A																								
USGS	05427948	1974-11-18	2.00	A																								
USGS	05427948	1974-11-19	2.00	A																								
USGS	05427948	1974-11-20	2.00	A																								
USGS	05427948	1974-11-21	2.00	A																								
USGS	05427948	1974-11-22	2.00	A																								
USGS	05427948	1974-11-23	2.40	A																								
USGS	05427948	1974-11-24	3.00	A																								
USGS	05427948	1974-11-25	2.20	A																								
USGS	05427948	1974-11-26	2.00	A																								
USGS	05427948	1974-11-27	1.80	A																								
USGS	05427948	1974-11-28	1.80	A																								
USGS	05427948	1974-11-29	1.80	A																								
USGS	05427948	1974-11-30	1.80	A																								
USGS	05427948	1974-12-01	1.80	A																								
USGS	05427948	1974-12-02	1.80	A																								
USGS	05427948	1974-12-03	1.50	A																								
USGS	05427948	1974-12-04	1.30	A																								
USGS	05427948	1974-12-05	1.30	A																								
USGS	05427948	1974-12-06	1.30	A																								
USGS	05427948	1974-12-07	2.00	A																								
USGS	05427948	1974-12-08	2.20	A																								
USGS	05427948	1974-12-09	2.30	A																								
USGS	05427948	1974-12-10	2.00	A																								
USGS	05427948	1974-12-11	1.90	A																								
USGS	05427948	1974-12-12	1.80	A																								
USGS	05427948	1974-12-13	1.80	A																								
USGS	05427948	1974-12-14	1.80	A																								
USGS	05427948	1974-12-15	2.50	A																								
USGS	05427948	1974-12-16	3.20	A																								
USGS	05427948	1974-12-17	2.70	A																								
USGS	05427948	1974-12-18	2.00	A																								
USGS	05427948	1974-12-19	2.00	A																								
USGS	05427948	1974-12-20	2.00	A																								
USGS	05427948	1974-12-21	2.00	A																								
USGS	05427948	1974-12-22	1.80	A																								
USGS	05427948	1974-12-23	1.80	A																								
USGS	05427948	1974-12-24	1.80	A																								
USGS	05427948	1974-12-25	1.60	A																								
USGS	05427948	1974-12-26	1.50	A																								
USGS	05427948	1974-12-27	1.80	A																								
USGS	05427948	1974-12-28	2.00	A																								
USGS	05427948	1974-12-29	2.00	A																								
USGS	05427948	1974-12-30	1.80	A																								
USGS	05427948	1974-12-31	2.00	A																								
USGS	05427948	1975-01-01	1.80	A																								
USGS	05427948	1975-01-02	1.40	A																								
USGS	05427948	1975-01-03	1.60	A																								
USGS	05427948	1975-01-04	1.60	A																								
USGS	05427948	1975-01-05	1.60	A																								
USGS	05427948	1975-01-06	1.60	A																								
USGS	05427948	1975-01-07	1.60	A																								
USGS	05427948	1975-01-08	1.60	A																								
USGS	05427948	1975-01-09	1.60	A																								
USGS	05427948	1975-01-10	5.40	A																								
USGS	05427948	1975-01-11	9.30	A																								
USGS	05427948	1975-01-12	4.00	A																								
USGS	05427948	1975-01-13	2.70	A																								
USGS	05427948	1975-01-14	2.70	A																								
USGS	05427948	1975-01-15	1.80	A																								
USGS	05427948	1975-01-16	1.60	A																								
USGS	05427948	1975-01-17	1.60	A																								
USGS	05427948	1975-01-18	1.60	A																								
USGS	05427948	1975-01-19	1.60	A																								
USGS	05427948	1975-01-20	1.30	A																								
USGS	05427948	1975-01-21	1.30	A																								
USGS	05427948	1975-01-22	1.30	A																								
USGS	05427948	1975-01-23	1.30	A																								
USGS	05427948	1975-01-24	1.30	A																								
USGS	05427948	1975-01-25	2.00	A																								
USGS	05427948	1975-01-26	1.40	A																								
USGS	05427948	1975-01-27	1.40	A																								
USGS	05427948	1975-01-28	1.40	A																								
USGS	05427948	1975-01-29	1.40	A																								
USGS	05427948	1975-01-30	1.40	A																								
USGS	05427948	1975-01-31	1.40	A																								
USGS	05427948	1975-02-01	1.40	A																								
USGS	05427948	1975-02-02	1.40	A																								
USGS	05427948	1975-02-03	1.30	A																								
USGS	05427948	1975-02-04	1.40	A																								
USGS	05427948	1975-02-05	1.40	A																								
USGS	05427948	1975-02-06	1.30	A																								
USGS	05427948	1975-02-07	1.10	A																								
USGS	05427948	1975-02-08	1.10	A																								
USGS	05427948	1975-02-09	1.10	A																								
USGS	05427948	1975-02-10	1.10	A																								
USGS	05427948	1975-02-11	1.10	A																								
USGS	05427948	1975-02-12	1.10	A																								
USGS	05427948	1975-02-13	1.10	A																								
USGS	05427948	1975-02-14	1.10	A																								
USGS	05427948	1975-02-15	1.10	A																								
USGS	05427948	1975-02-16	1.40	A																								
USGS	05427948	1975-02-17	1.40	A																								
USGS	05427948	1975-02-18	1.40	A																								
USGS	05427948	1975-02-19	1.40	A																								
USGS	05427948	1975-02-20	1.40	A																								
USGS	05427948	1975-02-21	1.30	A																								
USGS	05427948	1975-02-22	1.30	A																								
USGS	05427948	1975-02-23	1.30	A																								
USGS	05427948	1975-02-24	1.10	A																								
USGS	05427948	1975-02-25	1.30	A																								
USGS	05427948	1975-02-26	0.72	A																								
USGS	05427948	1975-02-27	1.60	A																								
USGS	05427948	1975-02-28	1.90	A																								
USGS	05427948	1975-03-01	1.60	A																								
USGS	05427948	1975-03-02	1.60	A																								
USGS	05427948	1975-03-03	1.60	A																								
USGS	05427948	1975-03-04	1.60	A																								
USGS	05427948	1975-03-05	1.60	A																								
USGS	05427948	1975-03-06	1.60	A																								
USGS	05427948	1975-03-07	1.40	A																								
USGS	05427948	1975-03-08	1.30	A																								
USGS	05427948	1975-03-09	1.10	A																								
USGS	05427948	1975-03-10	1.10	A																								
USGS	05427948	1975-03-11	1.10	A																								
USGS	05427948	1975-03-12	1.10	A																								
USGS	05427948	1975-03-13	1.10	A																								
USGS	05427948	1975-03-14	1.10	A																								
USGS	05427948	1975-03-15	1.10	A																								
USGS	05427948	1975-03-16	1.10	A																								
USGS	05427948	1975-03-17	1.40	A																								
USGS	05427948	1975-03-18	2.40	A																								
USGS	05427948	1975-03-19	13.0	A																								
USGS	05427948	1975-03-20	134	A																								
USGS	05427948	1975-03-21	270	A																								
USGS	05427948	1975-03-22	234	A																								
USGS	05427948	1975-03-23	95.0	A																								
USGS	05427948	1975-03-24	47.0	A																								
USGS	05427948	1975-03-25	12.0	A																								
USGS	05427948	1975-03-26	5.90	A																								
USGS	05427948	1975-03-27	3.90	A																								
USGS	05427948	1975-03-28	4.10	A																								
USGS	05427948	1975-03-29	6.30	A																								
USGS	05427948	1975-03-30	4.60	A																								
USGS	05427948	1975-03-31	15.0	A																								
USGS	05427948	1975-04-01	6.60	A																								
USGS	05427948	1975-04-02	3.00	A																								
USGS	05427948	1975-04-03	2.30	A																								
USGS	05427948	1975-04-04	3.30	A																								
USGS	05427948	1975-04-05	5.00	A																								
USGS	05427948	1975-04-06	11.0	A																								
USGS	05427948	1975-04-07	16.0	A																								
USGS	05427948	1975-04-08	13.0	A																								
USGS	05427948	1975-04-09	8.00	A																								
USGS	05427948	1975-04-10	3.50	A																								
USGS	05427948	1975-04-11	4.40	A																								
USGS	05427948	1975-04-12	4.50	A																								
USGS	05427948	1975-04-13	4.60	A																								
USGS	05427948	1975-04-14	4.50	A																								
USGS	05427948	1975-04-15	4.50	A																								
USGS	05427948	1975-04-16	4.60	A																								
USGS	05427948	1975-04-17	4.70	A																								
USGS	05427948	1975-04-18	5.00	A																								
USGS	05427948	1975-04-19	5.40	A																								
USGS	05427948	1975-04-20	5.00	A																								
USGS	05427948	1975-04-21	4.20	A																								
USGS	05427948	1975-04-22	5.00	A																								
USGS	05427948	1975-04-23	11.0	A																								
USGS	05427948	1975-04-24	7.60	A																								
USGS	05427948	1975-04-25	6.00	A																								
USGS	05427948	1975-04-26	10.0	A																								
USGS	05427948	1975-04-27	25.0	A																								
USGS	05427948	1975-04-28	120	A																								
USGS	05427948	1975-04-29	36.0	A																								
USGS	05427948	1975-04-30	20.0	A																								
USGS	05427948	1975-05-01	9.00	A																								
USGS	05427948	1975-05-02	5.30	A																								
USGS	05427948	1975-05-03	4.40	A																								
USGS	05427948	1975-05-04	3.50	A																								
USGS	05427948	1975-05-05	3.00	A																								
USGS	05427948	1975-05-06	3.10	A																								
USGS	05427948	1975-05-07	2.60	A																								
USGS	05427948	1975-05-08	2.40	A																								
USGS	05427948	1975-05-09	2.30	A																								
USGS	05427948	1975-05-10	2.30	A																								
USGS	05427948	1975-05-11	2.50	A																								
USGS	05427948	1975-05-12	2.50	A																								
USGS	05427948	1975-05-13	2.30	A																								
USGS	05427948	1975-05-14	2.20	A																								
USGS	05427948	1975-05-15	2.10	A																								
USGS	05427948	1975-05-16	2.10	A																								
USGS	05427948	1975-05-17	2.00	A																								
USGS	05427948	1975-05-18	1.80	A																								
USGS	05427948	1975-05-19	2.30	A																								
USGS	05427948	1975-05-20	1.70	A																								
USGS	05427948	1975-05-21	1.80	A																								
USGS	05427948	1975-05-22	1.80	A																								
USGS	05427948	1975-05-23	2.20	A																								
USGS	05427948	1975-05-24	8.00	A																								
USGS	05427948	1975-05-25	2.00	A																								
USGS	05427948	1975-05-26	1.70	A																								
USGS	05427948	1975-05-27	1.60	A																								
USGS	05427948	1975-05-28	1.60	A																								
USGS	05427948	1975-05-29	1.70	A																								
USGS	05427948	1975-05-30	12.0	A																								
USGS	05427948	1975-05-31	5.90	A																								
USGS	05427948	1975-06-01	3.30	A																								
USGS	05427948	1975-06-02	2.80	A																								
USGS	05427948	1975-06-03	2.90	A																								
USGS	05427948	1975-06-04	5.00	A																								
USGS	05427948	1975-06-05	18.0	A																								
USGS	05427948	1975-06-06	3.10	A																								
USGS	05427948	1975-06-07	2.20	A																								
USGS	05427948	1975-06-08	2.20	A																								
USGS	05427948	1975-06-09	2.20	A																								
USGS	05427948	1975-06-10	2.40	A																								
USGS	05427948	1975-06-11	2.40	A																								
USGS	05427948	1975-06-12	2.30	A																								
USGS	05427948	1975-06-13	3.00	A																								
USGS	05427948	1975-06-14	5.40	A																								
USGS	05427948	1975-06-15	43.0	A																								
USGS	05427948	1975-06-16	15.0	A																								
USGS	05427948	1975-06-17	22.0	A																								
USGS	05427948	1975-06-18	13.0	A																								
USGS	05427948	1975-06-19	7.40	A																								
USGS	05427948	1975-06-20	5.80	A																								
USGS	05427948	1975-06-21	3.90	A																								
USGS	05427948	1975-06-22	3.30	A																								
USGS	05427948	1975-06-23	2.70	A																								
USGS	05427948	1975-06-24	8.50	A																								
USGS	05427948	1975-06-25	14.0	A																								
USGS	05427948	1975-06-26	2.40	A																								
USGS	05427948	1975-06-27	23.0	A																								
USGS	05427948	1975-06-28	4.20	A																								
USGS	05427948	1975-06-29	2.70	A																								
USGS	05427948	1975-06-30	2.40	A																								
USGS	05427948	1975-07-01	2.40	A																								
USGS	05427948	1975-07-02	2.40	A																								
USGS	05427948	1975-07-03	92.0	A																								
USGS	05427948	1975-07-04	113	A																								
USGS	05427948	1975-07-05	13.0	A																								
USGS	05427948	1975-07-06	19.0	A																								
USGS	05427948	1975-07-07	5.40	A																								
USGS	05427948	1975-07-08	3.50	A																								
USGS	05427948	1975-07-09	3.10	A																								
USGS	05427948	1975-07-10	2.20	A																								
USGS	05427948	1975-07-11	2.40	A																								
USGS	05427948	1975-07-12	2.70	A																								
USGS	05427948	1975-07-13	2.00	A																								
USGS	05427948	1975-07-14	2.00	A																								
USGS	05427948	1975-07-15	2.10	A																								
USGS	05427948	1975-07-16	2.10	A																								
USGS	05427948	1975-07-17	2.30	A																								
USGS	05427948	1975-07-18	2.60	A																								
USGS	05427948	1975-07-19	2.80	A																								
USGS	05427948	1975-07-20	2.80	A																								
USGS	05427948	1975-07-21	3.10	A																								
USGS	05427948	1975-07-22	3.40	A																								
USGS	05427948	1975-07-23	17.0	A																								
USGS	05427948	1975-07-24	14.0	A																								
USGS	05427948	1975-07-25	2.00	A																								
USGS	05427948	1975-07-26	1.90	A																								
USGS	05427948	1975-07-27	1.90	A																								
USGS	05427948	1975-07-28	1.90	A																								
USGS	05427948	1975-07-29	2.00	A																								
USGS	05427948	1975-07-30	2.10	A																								
USGS	05427948	1975-07-31	2.30	A																								
USGS	05427948	1975-08-01	3.00	A																								
USGS	05427948	1975-08-02	2.00	A																								
USGS	05427948	1975-08-03	1.40	A																								
USGS	05427948	1975-08-04	1.40	A																								
USGS	05427948	1975-08-05	2.20	A																								
USGS	05427948	1975-08-06	1.50	A																								
USGS	05427948	1975-08-07	1.60	A																								
USGS	05427948	1975-08-08	1.80	A																								
USGS	05427948	1975-08-09	2.20	A																								
USGS	05427948	1975-08-10	2.10	A																								
USGS	05427948	1975-08-11	2.20	A																								
USGS	05427948	1975-08-12	2.40	A																								
USGS	05427948	1975-08-13	2.60	A																								
USGS	05427948	1975-08-14	2.30	A																								
USGS	05427948	1975-08-15	2.20	A																								
USGS	05427948	1975-08-16	3.40	A																								
USGS	05427948	1975-08-17	1.90	A																								
USGS	05427948	1975-08-18	2.80	A																								
USGS	05427948	1975-08-19	1.80	A																								
USGS	05427948	1975-08-20	1.70	A																								
USGS	05427948	1975-08-21	1.80	A																								
USGS	05427948	1975-08-22	2.70	A																								
USGS	05427948	1975-08-23	2.40	A																								
USGS	05427948	1975-08-24	2.10	A																								
USGS	05427948	1975-08-25	2.00	A																								
USGS	05427948	1975-08-26	1.70	A																								
USGS	05427948	1975-08-27	1.50	A																								
USGS	05427948	1975-08-28	2.70	A																								
USGS	05427948	1975-08-29	4.80	A																								
USGS	05427948	1975-08-30	1.30	A																								
USGS	05427948	1975-08-31	1.30	A																								
USGS	05427948	1975-09-01	1.30	A																								
USGS	05427948	1975-09-02	1.30	A																								
USGS	05427948	1975-09-03	1.30	A																								
USGS	05427948	1975-09-04	1.40	A																								
USGS	05427948	1975-09-05	1.70	A																								
USGS	05427948	1975-09-06	1.50	A																								
USGS	05427948	1975-09-07	1.40	A																								
USGS	05427948	1975-09-08	1.30	A																								
USGS	05427948	1975-09-09	1.30	A																								
USGS	05427948	1975-09-10	1.30	A																								
USGS	05427948	1975-09-11	1.40	A																								
USGS	05427948	1975-09-12	1.20	A																								
USGS	05427948	1975-09-13	1.30	A																								
USGS	05427948	1975-09-14	1.30	A																								
USGS	05427948	1975-09-15	1.30	A																								
USGS	05427948	1975-09-16	1.40	A																								
USGS	05427948	1975-09-17	1.30	A																								
USGS	05427948	1975-09-18	1.30	A																								
USGS	05427948	1975-09-19	1.30	A																								
USGS	05427948	1975-09-20	1.30	A																								
USGS	05427948	1975-09-21	1.40	A																								
USGS	05427948	1975-09-22	1.40	A																								
USGS	05427948	1975-09-23	1.40	A																								
USGS	05427948	1975-09-24	1.40	A																								
USGS	05427948	1975-09-25	1.50	A																								
USGS	05427948	1975-09-26	1.60	A																								
USGS	05427948	1975-09-27	1.50	A																								
USGS	05427948	1975-09-28	1.60	A																								
USGS	05427948	1975-09-29	1.70	A																								
USGS	05427948	1975-09-30	1.70	A																								
USGS	05427948	1975-10-01	1.60	A																								
USGS	05427948	1975-10-02	1.50	A																								
USGS	05427948	1975-10-03	1.20	A																								
USGS	05427948	1975-10-04	1.40	A																								
USGS	05427948	1975-10-05	1.30	A																								
USGS	05427948	1975-10-06	1.00	A																								
USGS	05427948	1975-10-07	1.10	A																								
USGS	05427948	1975-10-08	1.20	A																								
USGS	05427948	1975-10-09	1.20	A																								
USGS	05427948	1975-10-10	1.50	A																								
USGS	05427948	1975-10-11	1.50	A																								
USGS	05427948	1975-10-12	1.60	A																								
USGS	05427948	1975-10-13	1.70	A																								
USGS	05427948	1975-10-14	1.90	A																								
USGS	05427948	1975-10-15	1.50	A																								
USGS	05427948	1975-10-16	1.40	A																								
USGS	05427948	1975-10-17	1.50	A																								
USGS	05427948	1975-10-18	1.60	A																								
USGS	05427948	1975-10-19	1.80	A																								
USGS	05427948	1975-10-20	1.90	A																								
USGS	05427948	1975-10-21	2.00	A																								
USGS	05427948	1975-10-22	2.00	A																								
USGS	05427948	1975-10-23	2.10	A																								
USGS	05427948	1975-10-24	2.40	A																								
USGS	05427948	1975-10-25	1.60	A																								
USGS	05427948	1975-10-26	1.40	A																								
USGS	05427948	1975-10-27	1.50	A																								
USGS	05427948	1975-10-28	1.50	A																								
USGS	05427948	1975-10-29	1.50	A																								
USGS	05427948	1975-10-30	1.50	A																								
USGS	05427948	1975-10-31	1.50	A																								
USGS	05427948	1975-11-01	1.50	A																								
USGS	05427948	1975-11-02	2.60	A																								
