# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2017-10-05 14:01:09 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 05427910 SIXMILE CREEK @ COUNTY TRNK HGHWY M NR WAUNAKEE,WI
# -----------------------------------------------------------------------------------
#
# Data provided for site 05427910
#            TS   parameter     statistic     Description
#        154934       00060     00003     Discharge, cubic feet per second (Mean)
#        154935       00010     00001     Temperature, water, degrees Celsius (Maximum)
#        154936       00010     00002     Temperature, water, degrees Celsius (Minimum)
#        154937       00010     00003     Temperature, water, degrees Celsius (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	154934_00060_00003	154934_00060_00003_cd	154935_00010_00001	154935_00010_00001_cd	154936_00010_00002	154936_00010_00002_cd	154937_00010_00003	154937_00010_00003_cd
USGS	05427910	2013-02-14	37.1	A						
USGS	05427910	2013-02-15	26.0	A						
USGS	05427910	2013-02-16	22.4	A						
USGS	05427910	2013-02-17	22.2	A						
USGS	05427910	2013-02-18	22.1	A						
USGS	05427910	2013-02-19	20.9	A						
USGS	05427910	2013-02-20	20.6	A						
USGS	05427910	2013-02-21	20.3	A						
USGS	05427910	2013-02-22	19.5	A						
USGS	05427910	2013-02-23	21.5	A						
USGS	05427910	2013-02-24	21.1	A						
USGS	05427910	2013-02-25	21.3	A						
USGS	05427910	2013-02-26	20.7	A						
USGS	05427910	2013-02-27	19.8	A						
USGS	05427910	2013-02-28	25.7	A						
USGS	05427910	2013-03-01	21.6	A						
USGS	05427910	2013-03-02	20.7	A						
USGS	05427910	2013-03-03	21.6	A						
USGS	05427910	2013-03-04	22.4	A						
USGS	05427910	2013-03-05	21.9	A						
USGS	05427910	2013-03-06	22.8	A						
USGS	05427910	2013-03-07	22.9	A						
USGS	05427910	2013-03-08	23.5	A						
USGS	05427910	2013-03-09	26.0	A						
USGS	05427910	2013-03-10	109	A						
USGS	05427910	2013-03-11	344	A						
USGS	05427910	2013-03-12	215	A						
USGS	05427910	2013-03-13	177	A:e						
USGS	05427910	2013-03-14	134	A:e						
USGS	05427910	2013-03-15	98.4	A						
USGS	05427910	2013-03-16	77.8	A						
USGS	05427910	2013-03-17	55.8	A						
USGS	05427910	2013-03-18	49.2	A						
USGS	05427910	2013-03-19	36.0	A						
USGS	05427910	2013-03-20	31.7	A						
USGS	05427910	2013-03-21	32.1	A						
USGS	05427910	2013-03-22	30.5	A						
USGS	05427910	2013-03-23	32.6	A						
USGS	05427910	2013-03-24	35.4	A						
USGS	05427910	2013-03-25	33.1	A						
USGS	05427910	2013-03-26	37.5	A						
USGS	05427910	2013-03-27	64.5	A:e						
USGS	05427910	2013-03-28	97.3	A						
USGS	05427910	2013-03-29	130	A						
USGS	05427910	2013-03-30	145	A						
USGS	05427910	2013-03-31	154	A						
USGS	05427910	2013-04-01	115	A						
USGS	05427910	2013-04-02	90.2	A						
USGS	05427910	2013-04-03	71.5	A						
USGS	05427910	2013-04-04	63.0	A						
USGS	05427910	2013-04-05	54.1	A						
USGS	05427910	2013-04-06	46.7	A						
USGS	05427910	2013-04-07	48.3	A						
USGS	05427910	2013-04-08	59.5	A						
USGS	05427910	2013-04-09	92.5	A						
USGS	05427910	2013-04-10	140	A						
USGS	05427910	2013-04-11	125	A						
USGS	05427910	2013-04-12	111	A						
USGS	05427910	2013-04-13	88.8	A						
USGS	05427910	2013-04-14	71.5	A						
USGS	05427910	2013-04-15	80.2	A						
USGS	05427910	2013-04-16	70.2	A						
USGS	05427910	2013-04-17	79.0	A						
USGS	05427910	2013-04-18	135	A						
USGS	05427910	2013-04-19	98.4	A						
USGS	05427910	2013-04-20	81.2	A						
USGS	05427910	2013-04-21	61.1	A						
USGS	05427910	2013-04-22	54.1	A						
USGS	05427910	2013-04-23	52.4	A						
USGS	05427910	2013-04-24	47.7	A						
USGS	05427910	2013-04-25	42.8	A						
USGS	05427910	2013-04-26	37.6	A						
USGS	05427910	2013-04-27	33.1	A						
USGS	05427910	2013-04-28	31.9	A						
USGS	05427910	2013-04-29	31.5	A						
USGS	05427910	2013-04-30	33.3	A						
USGS	05427910	2013-05-01	29.1	A						
USGS	05427910	2013-05-02	27.8	A						
USGS	05427910	2013-05-03	36.6	A						
USGS	05427910	2013-05-04	41.6	A						
USGS	05427910	2013-05-05	36.4	A						
USGS	05427910	2013-05-06	33.0	A						
USGS	05427910	2013-05-07	29.0	A						
USGS	05427910	2013-05-08	25.1	A						
USGS	05427910	2013-05-09	27.6	A						
USGS	05427910	2013-05-10	70.2	A						
USGS	05427910	2013-05-11	52.0	A						
USGS	05427910	2013-05-12	44.3	A						
USGS	05427910	2013-05-13	33.7	A						
USGS	05427910	2013-05-14	30.0	A						
USGS	05427910	2013-05-15	27.0	A						
USGS	05427910	2013-05-16	21.3	A						
USGS	05427910	2013-05-17	29.0	A						
USGS	05427910	2013-05-18	26.7	A						
USGS	05427910	2013-05-19	26.0	A						
USGS	05427910	2013-05-20	33.0	A						
USGS	05427910	2013-05-21	25.8	A						
USGS	05427910	2013-05-22	25.1	A						
USGS	05427910	2013-05-23	26.2	A						
USGS	05427910	2013-05-24	21.6	A						
USGS	05427910	2013-05-25	20.5	A						
USGS	05427910	2013-05-26	19.8	A						
USGS	05427910	2013-05-27	20.0	A						
USGS	05427910	2013-05-28	33.2	A						
USGS	05427910	2013-05-29	29.2	A						
USGS	05427910	2013-05-30	40.0	A						
USGS	05427910	2013-05-31	35.4	A						
USGS	05427910	2013-06-01	24.8	A						
USGS	05427910	2013-06-02	22.0	A						
USGS	05427910	2013-06-03	19.6	A						
USGS	05427910	2013-06-04	19.3	A						
USGS	05427910	2013-06-05	22.0	A						
USGS	05427910	2013-06-06	24.8	A						
USGS	05427910	2013-06-07	22.1	A						
USGS	05427910	2013-06-08	19.6	A						
USGS	05427910	2013-06-09	19.3	A						
USGS	05427910	2013-06-10	23.9	A						
USGS	05427910	2013-06-11	18.6	A						
USGS	05427910	2013-06-12	23.0	A						
USGS	05427910	2013-06-13	48.3	A						
USGS	05427910	2013-06-14	26.1	A						
USGS	05427910	2013-06-15	26.2	A						
USGS	05427910	2013-06-16	27.7	A						
USGS	05427910	2013-06-17	20.3	A						
USGS	05427910	2013-06-18	17.6	A						
USGS	05427910	2013-06-19	16.5	A						
USGS	05427910	2013-06-20	15.7	A						
USGS	05427910	2013-06-21	25.2	A						
USGS	05427910	2013-06-22	34.4	A						
USGS	05427910	2013-06-23	180	A						
USGS	05427910	2013-06-24	69.9	A						
USGS	05427910	2013-06-25	104	A						
USGS	05427910	2013-06-26	511	A						
USGS	05427910	2013-06-27	248	A						
USGS	05427910	2013-06-28	69.0	A						
USGS	05427910	2013-06-29	74.5	A						
USGS	05427910	2013-06-30	81.5	A						
USGS	05427910	2013-07-01	86.3	A						
USGS	05427910	2013-07-02	73.4	A						
USGS	05427910	2013-07-03	67.5	A						
USGS	05427910	2013-07-04	52.0	A						
USGS	05427910	2013-07-05	42.0	A						
USGS	05427910	2013-07-06	34.0	A						
USGS	05427910	2013-07-07	28.0	A						
USGS	05427910	2013-07-08	26.0	A						
USGS	05427910	2013-07-09	32.0	A						
USGS	05427910	2013-07-10	29.9	A						
USGS	05427910	2013-07-11	24.3	A						
USGS	05427910	2013-07-12	21.9	A						
USGS	05427910	2013-07-13	22.9	A						
USGS	05427910	2013-07-14	22.2	A						
USGS	05427910	2013-07-15	20.2	A						
USGS	05427910	2013-07-16	19.3	A						
USGS	05427910	2013-07-17	20.9	A						
USGS	05427910	2013-07-18	18.3	A						
USGS	05427910	2013-07-19	18.7	A						
USGS	05427910	2013-07-20	16.9	A						
USGS	05427910	2013-07-21	20.5	A						
USGS	05427910	2013-07-22	32.0	A						
USGS	05427910	2013-07-23	25.1	A						
USGS	05427910	2013-07-24	21.4	A						
USGS	05427910	2013-07-25	19.1	A						
USGS	05427910	2013-07-26	19.9	A						
USGS	05427910	2013-07-27	19.6	A						
USGS	05427910	2013-07-28	18.0	A						
USGS	05427910	2013-07-29	17.3	A						
USGS	05427910	2013-07-30	16.3	A						
USGS	05427910	2013-07-31	16.4	A						
USGS	05427910	2013-08-01	15.6	A						
USGS	05427910	2013-08-02	16.4	A						
USGS	05427910	2013-08-03	15.4	A						
USGS	05427910	2013-08-04	14.3	A						
USGS	05427910	2013-08-05	15.3	A						
USGS	05427910	2013-08-06	14.6	A						
USGS	05427910	2013-08-07	13.7	A						
USGS	05427910	2013-08-08	13.7	A						
USGS	05427910	2013-08-09	13.3	A						
USGS	05427910	2013-08-10	13.1	A						
USGS	05427910	2013-08-11	12.7	A						
USGS	05427910	2013-08-12	13.0	A						
USGS	05427910	2013-08-13	13.4	A						
USGS	05427910	2013-08-14	13.1	A						
USGS	05427910	2013-08-15	12.7	A						
USGS	05427910	2013-08-16	12.9	A						
USGS	05427910	2013-08-17	12.9	A						
USGS	05427910	2013-08-18	12.6	A						
USGS	05427910	2013-08-19	12.7	A						
USGS	05427910	2013-08-20	12.9	A						
USGS	05427910	2013-08-21	12.9	A						
USGS	05427910	2013-08-22	21.5	A						
USGS	05427910	2013-08-23	22.0	A						
USGS	05427910	2013-08-24	18.1	A						
USGS	05427910	2013-08-25	16.5	A						
USGS	05427910	2013-08-26	15.1	A						
USGS	05427910	2013-08-27	14.9	A						
USGS	05427910	2013-08-28	14.7	A						
USGS	05427910	2013-08-29	14.3	A						
USGS	05427910	2013-08-30	14.1	A						
USGS	05427910	2013-08-31	13.8	A						
USGS	05427910	2013-09-01	13.3	A						
USGS	05427910	2013-09-02	13.8	A						
USGS	05427910	2013-09-03	13.3	A						
USGS	05427910	2013-09-04	12.6	A						
USGS	05427910	2013-09-05	12.6	A						
USGS	05427910	2013-09-06	12.8	A						
USGS	05427910	2013-09-07	12.4	A						
USGS	05427910	2013-09-08	12.5	A						
USGS	05427910	2013-09-09	13.2	A						
USGS	05427910	2013-09-10	12.6	A						
USGS	05427910	2013-09-11	12.8	A						
USGS	05427910	2013-09-12	12.7	A						
USGS	05427910	2013-09-13	12.2	A						
USGS	05427910	2013-09-14	11.9	A						
USGS	05427910	2013-09-15	14.6	A						
USGS	05427910	2013-09-16	14.6	A						
USGS	05427910	2013-09-17	13.3	A						
USGS	05427910	2013-09-18	12.9	A						
USGS	05427910	2013-09-19	15.1	A						
USGS	05427910	2013-09-20	32.1	A						
USGS	05427910	2013-09-21	22.0	A						
USGS	05427910	2013-09-22	18.0	A						
USGS	05427910	2013-09-23	16.2	A						
USGS	05427910	2013-09-24	15.7	A						
USGS	05427910	2013-09-25	15.6	A						
USGS	05427910	2013-09-26	15.4	A						
USGS	05427910	2013-09-27	15.1	A						
USGS	05427910	2013-09-28	15.3	A						
USGS	05427910	2013-09-29	15.2	A						
USGS	05427910	2013-09-30	15.4	A						
USGS	05427910	2013-10-01	15.5	A						
USGS	05427910	2013-10-02	14.4	A						
USGS	05427910	2013-10-03	15.3	A						
USGS	05427910	2013-10-04	17.7	A						
USGS	05427910	2013-10-05	18.8	A						
USGS	05427910	2013-10-06	18.7	A						
USGS	05427910	2013-10-07	17.7	A						
USGS	05427910	2013-10-08	14.7	A						
USGS	05427910	2013-10-09	13.8	A						
USGS	05427910	2013-10-10	13.0	A						
USGS	05427910	2013-10-11	12.1	A						
USGS	05427910	2013-10-12	11.4	A						
USGS	05427910	2013-10-13	11.0	A						
USGS	05427910	2013-10-14	10.3	A						
USGS	05427910	2013-10-15	12.2	A						
USGS	05427910	2013-10-16	12.8	A						
USGS	05427910	2013-10-17	10.4	A						
USGS	05427910	2013-10-18	11.6	A						
USGS	05427910	2013-10-19	11.7	A						
USGS	05427910	2013-10-20	9.58	A						
USGS	05427910	2013-10-21	11.3	A						
USGS	05427910	2013-10-22	8.40	A						
USGS	05427910	2013-10-23	8.42	A						
USGS	05427910	2013-10-24	9.09	A						
USGS	05427910	2013-10-25	10.2	A						
USGS	05427910	2013-10-26	9.76	A						
USGS	05427910	2013-10-27	9.07	A						
USGS	05427910	2013-10-28	8.16	A						
USGS	05427910	2013-10-29	7.01	A						
USGS	05427910	2013-10-30	13.1	A:e						
USGS	05427910	2013-10-31	14.7	A:e						
USGS	05427910	2013-11-01	17.6	A:e						
USGS	05427910	2013-11-02	16.8	A						
USGS	05427910	2013-11-03	11.6	A						
USGS	05427910	2013-11-04	18.0	A:e						
USGS	05427910	2013-11-05	25.0	A:e						
USGS	05427910	2013-11-06	29.6	A:e						
USGS	05427910	2013-11-07	26.0	A						
USGS	05427910	2013-11-08	19.7	A						
USGS	05427910	2013-11-09	22.3	A						
USGS	05427910	2013-11-10	18.8	A						
USGS	05427910	2013-11-11	16.8	A						
USGS	05427910	2013-11-12	16.1	A						
USGS	05427910	2013-11-13	16.0	A						
USGS	05427910	2013-11-14	16.5	A						
USGS	05427910	2013-11-15	15.2	A						
USGS	05427910	2013-11-16	17.0	A						
USGS	05427910	2013-11-17	39.4	A						
USGS	05427910	2013-11-18	44.4	A						
USGS	05427910	2013-11-19	27.6	A						
USGS	05427910	2013-11-20	26.6	A						
USGS	05427910	2013-11-21	25.6	A						
USGS	05427910	2013-11-22	24.0	A						
USGS	05427910	2013-11-23	19.3	A						
USGS	05427910	2013-11-24	17.5	A						
USGS	05427910	2013-11-25	18.3	A						
USGS	05427910	2013-11-26	18.7	A						
USGS	05427910	2013-11-27	17.6	A						
USGS	05427910	2013-11-28	19.1	A						
USGS	05427910	2013-11-29	18.8	A						
USGS	05427910	2013-11-30	19.8	A						
USGS	05427910	2013-12-01	19.2	A						
USGS	05427910	2013-12-02	18.7	A						
USGS	05427910	2013-12-03	20.2	A						
USGS	05427910	2013-12-04	24.3	A						
USGS	05427910	2013-12-05	29.3	A						
USGS	05427910	2013-12-06	21.6	A						
USGS	05427910	2013-12-07	19.9	A						
USGS	05427910	2013-12-08	19.5	A						
USGS	05427910	2013-12-09	20.0	A						
USGS	05427910	2013-12-10	18.9	A						
USGS	05427910	2013-12-11	18.3	A						
USGS	05427910	2013-12-12	18.5	A						
USGS	05427910	2013-12-13	18.8	A:e						
USGS	05427910	2013-12-14	18.8	A:e						
USGS	05427910	2013-12-15	18.8	A:e						
USGS	05427910	2013-12-16	18.8	A:e						
USGS	05427910	2013-12-17	18.8	A:e						
USGS	05427910	2013-12-18	18.8	A:e						
USGS	05427910	2013-12-19	18.8	A:e						
USGS	05427910	2013-12-20	18.8	A:e						
USGS	05427910	2013-12-21	18.8	A:e						
USGS	05427910	2013-12-22	18.8	A:e						
USGS	05427910	2013-12-23	18.7	A:e						
USGS	05427910	2013-12-24	18.7	A:e						
USGS	05427910	2013-12-25	18.7	A:e						
USGS	05427910	2013-12-26	18.7	A:e						
USGS	05427910	2013-12-27	18.9	A:e						
USGS	05427910	2013-12-28	18.9	A:e						
USGS	05427910	2013-12-29	19.1	A:e						
USGS	05427910	2013-12-30	19.1	A:e						
USGS	05427910	2013-12-31	19.1	A:e						
USGS	05427910	2014-01-01	19.2	A:e						
USGS	05427910	2014-01-02	19.5	A:e						
USGS	05427910	2014-01-03	19.7	A:e						
USGS	05427910	2014-01-04	19.7	A:e						
USGS	05427910	2014-01-05	19.8	A:e						
USGS	05427910	2014-01-06	19.7	A:e						
USGS	05427910	2014-01-07	19.7	A:e						
USGS	05427910	2014-01-08	19.8	A:e						
USGS	05427910	2014-01-09	19.8	A:e						
USGS	05427910	2014-01-10	19.8	A:e						
USGS	05427910	2014-01-11	19.9	A:e						
USGS	05427910	2014-01-12	20.0	A:e						
USGS	05427910	2014-01-13	20.0	A:e						
USGS	05427910	2014-01-14	20.2	A:e						
USGS	05427910	2014-01-15	20.3	A:e						
USGS	05427910	2014-01-16	20.4	A:e						
USGS	05427910	2014-01-17	20.4	A:e						
USGS	05427910	2014-01-18	20.4	A:e						
USGS	05427910	2014-01-19	20.4	A:e						
USGS	05427910	2014-01-20	20.4	A:e						
USGS	05427910	2014-01-21	19.9	A:e						
USGS	05427910	2014-01-22	19.3	A:e						
USGS	05427910	2014-01-23	19.2	A:e						
USGS	05427910	2014-01-24	19.1	A:e						
USGS	05427910	2014-01-25	19.1	A:e						
USGS	05427910	2014-01-26	19.3	A:e						
USGS	05427910	2014-01-27	19.4	A:e						
USGS	05427910	2014-01-28	19.3	A:e						
USGS	05427910	2014-01-29	19.2	A:e						
USGS	05427910	2014-01-30	19.2	A:e						
USGS	05427910	2014-01-31	19.3	A:e						
USGS	05427910	2014-02-01	19.3	A:e						
USGS	05427910	2014-02-02	19.3	A:e						
USGS	05427910	2014-02-03	19.3	A:e						
USGS	05427910	2014-02-04	19.2	A:e						
USGS	05427910	2014-02-05	19.0	A:e						
USGS	05427910	2014-02-06	18.9	A:e						
USGS	05427910	2014-02-07	18.8	A:e						
