# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2017-10-05 13:58:05 EDT       (vaww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 05427718 YAHARA RIVER AT WINDSOR, WI
# -----------------------------------------------------------------------------------
#
# Data provided for site 05427718
#            TS   parameter     statistic     Description
#        154887       00060     00003     Discharge, cubic feet per second (Mean)
#        154888       00665     00003     Phosphorus, water, unfiltered, milligrams per liter as phosphorus (Mean)
#        154892       00671     00003     Orthophosphate, water, filtered, milligrams per liter as phosphorus (Mean)
#        154894       00625     00003     Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (Mean)
#        154896       00608     00003     Ammonia (NH3 + NH4+), water, filtered, milligrams per liter as nitrogen (Mean)
#        154898       00631     00003     Nitrate plus nitrite, water, filtered, milligrams per liter as nitrogen (Mean)
#        154900       00010     00001     Temperature, water, degrees Celsius (Maximum)
#        154901       00010     00002     Temperature, water, degrees Celsius (Minimum)
#        154902       00010     00003     Temperature, water, degrees Celsius (Mean)
#        154903       00045     00006     Precipitation, total, inches (Sum)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	154887_00060_00003	154887_00060_00003_cd	154888_00665_00003	154888_00665_00003_cd	154892_00671_00003	154892_00671_00003_cd	154894_00625_00003	154894_00625_00003_cd	154896_00608_00003	154896_00608_00003_cd	154898_00631_00003	154898_00631_00003_cd	154900_00010_00001	154900_00010_00001_cd	154901_00010_00002	154901_00010_00002_cd	154902_00010_00003	154902_00010_00003_cd	154903_00045_00006	154903_00045_00006_cd
USGS	05427718	1976-03-17	67.0	A																		
USGS	05427718	1976-03-18	98.0	A																		
USGS	05427718	1976-03-19	257	A																		
USGS	05427718	1976-03-20	384	A																		
USGS	05427718	1976-03-21	249	A																		
USGS	05427718	1976-03-22	80.0	A																		
USGS	05427718	1976-03-23	35.0	A																		
USGS	05427718	1976-03-24	29.0	A																		
USGS	05427718	1976-03-25	26.0	A																		
USGS	05427718	1976-03-26	28.0	A																		
USGS	05427718	1976-03-27	55.0	A																		
USGS	05427718	1976-03-28	31.0	A																		
USGS	05427718	1976-03-29	30.0	A																		
USGS	05427718	1976-03-30	36.0	A																		
USGS	05427718	1976-03-31	33.0	A																		
USGS	05427718	1976-04-01	30.0	A																		
USGS	05427718	1976-04-02	27.0	A																		
USGS	05427718	1976-04-03	23.0	A																		
USGS	05427718	1976-04-04	21.0	A																		
USGS	05427718	1976-04-05	20.0	A																		
USGS	05427718	1976-04-06	19.0	A																		
USGS	05427718	1976-04-07	18.0	A																		
USGS	05427718	1976-04-08	18.0	A																		
USGS	05427718	1976-04-09	17.0	A																		
USGS	05427718	1976-04-10	22.0	A																		
USGS	05427718	1976-04-11	30.0	A																		
USGS	05427718	1976-04-12	19.0	A																		
USGS	05427718	1976-04-13	18.0	A																		
USGS	05427718	1976-04-14	17.0	A																		
USGS	05427718	1976-04-15	60.0	A																		
USGS	05427718	1976-04-16	45.0	A																		
USGS	05427718	1976-04-17	28.0	A																		
USGS	05427718	1976-04-18	24.0	A																		
USGS	05427718	1976-04-19	22.0	A																		
USGS	05427718	1976-04-20	29.0	A																		
USGS	05427718	1976-04-21	115	A																		
USGS	05427718	1976-04-22	91.0	A																		
USGS	05427718	1976-04-23	35.0	A																		
USGS	05427718	1976-04-24	63.0	A																		
USGS	05427718	1976-04-25	66.0	A																		
USGS	05427718	1976-04-26	31.0	A																		
USGS	05427718	1976-04-27	25.0	A																		
USGS	05427718	1976-04-28	23.0	A																		
USGS	05427718	1976-04-29	22.0	A																		
USGS	05427718	1976-04-30	22.0	A																		
USGS	05427718	1976-05-01	21.0	A																		
USGS	05427718	1976-05-02	20.0	A																		
USGS	05427718	1976-05-03	19.0	A																		
USGS	05427718	1976-05-04	19.0	A																		
USGS	05427718	1976-05-05	18.0	A																		
USGS	05427718	1976-05-06	18.0	A																		
USGS	05427718	1976-05-07	17.0	A																		
USGS	05427718	1976-05-08	17.0	A																		
USGS	05427718	1976-05-09	17.0	A																		
USGS	05427718	1976-05-10	16.0	A																		
USGS	05427718	1976-05-11	16.0	A																		
USGS	05427718	1976-05-12	16.0	A																		
USGS	05427718	1976-05-13	16.0	A																		
USGS	05427718	1976-05-14	17.0	A																		
USGS	05427718	1976-05-15	19.0	A																		
USGS	05427718	1976-05-16	28.0	A																		
USGS	05427718	1976-05-17	25.0	A																		
USGS	05427718	1976-05-18	19.0	A																		
USGS	05427718	1976-05-19	17.0	A																		
USGS	05427718	1976-05-20	17.0	A																		
USGS	05427718	1976-05-21	16.0	A																		
USGS	05427718	1976-05-22	15.0	A																		
USGS	05427718	1976-05-23	15.0	A																		
USGS	05427718	1976-05-24	15.0	A																		
USGS	05427718	1976-05-25	15.0	A																		
USGS	05427718	1976-05-26	15.0	A																		
USGS	05427718	1976-05-27	14.0	A																		
USGS	05427718	1976-05-28	15.0	A																		
USGS	05427718	1976-05-29	15.0	A																		
USGS	05427718	1976-05-30	15.0	A																		
USGS	05427718	1976-05-31	14.0	A																		
USGS	05427718	1976-06-01	14.0	A																		
USGS	05427718	1976-06-02	14.0	A																		
USGS	05427718	1976-06-03	13.0	A																		
USGS	05427718	1976-06-04	13.0	A																		
USGS	05427718	1976-06-05	12.0	A																		
USGS	05427718	1976-06-06	12.0	A																		
USGS	05427718	1976-06-07	12.0	A																		
USGS	05427718	1976-06-08	12.0	A																		
USGS	05427718	1976-06-09	12.0	A																		
USGS	05427718	1976-06-10	12.0	A																		
USGS	05427718	1976-06-11	12.0	A																		
USGS	05427718	1976-06-12	11.0	A																		
USGS	05427718	1976-06-13	11.0	A																		
USGS	05427718	1976-06-14	13.0	A																		
USGS	05427718	1976-06-15	12.0	A																		
USGS	05427718	1976-06-16	11.0	A																		
USGS	05427718	1976-06-17	11.0	A																		
USGS	05427718	1976-06-18	11.0	A																		
USGS	05427718	1976-06-19	11.0	A																		
USGS	05427718	1976-06-20	10.0	A																		
USGS	05427718	1976-06-21	11.0	A																		
USGS	05427718	1976-06-22	10.0	A																		
USGS	05427718	1976-06-23	11.0	A																		
USGS	05427718	1976-06-24	12.0	A																		
USGS	05427718	1976-06-25	13.0	A																		
USGS	05427718	1976-06-26	11.0	A																		
USGS	05427718	1976-06-27	10.0	A																		
USGS	05427718	1976-06-28	11.0	A																		
USGS	05427718	1976-06-29	11.0	A																		
USGS	05427718	1976-06-30	12.0	A																		
USGS	05427718	1976-07-01	11.0	A																		
USGS	05427718	1976-07-02	10.0	A																		
USGS	05427718	1976-07-03	10.0	A																		
USGS	05427718	1976-07-04	9.50	A																		
USGS	05427718	1976-07-05	9.10	A																		
USGS	05427718	1976-07-06	9.10	A																		
USGS	05427718	1976-07-07	9.30	A																		
USGS	05427718	1976-07-08	9.30	A																		
USGS	05427718	1976-07-09	9.10	A																		
USGS	05427718	1976-07-10	8.90	A																		
USGS	05427718	1976-07-11	8.60	A																		
USGS	05427718	1976-07-12	8.10	A																		
USGS	05427718	1976-07-13	8.40	A																		
USGS	05427718	1976-07-14	8.70	A																		
USGS	05427718	1976-07-15	9.60	A																		
USGS	05427718	1976-07-16	10.0	A																		
USGS	05427718	1976-07-17	9.20	A																		
USGS	05427718	1976-07-18	8.70	A																		
USGS	05427718	1976-07-19	8.70	A																		
USGS	05427718	1976-07-20	11.0	A																		
USGS	05427718	1976-07-21	11.0	A																		
USGS	05427718	1976-07-22	10.0	A																		
USGS	05427718	1976-07-23	9.50	A																		
USGS	05427718	1976-07-24	9.60	A																		
USGS	05427718	1976-07-25	8.80	A																		
USGS	05427718	1976-07-26	8.80	A																		
USGS	05427718	1976-07-27	9.00	A																		
USGS	05427718	1976-07-28	11.0	A																		
USGS	05427718	1976-07-29	11.0	A																		
USGS	05427718	1976-07-30	10.0	A																		
USGS	05427718	1976-07-31	19.0	A																		
USGS	05427718	1976-08-01	12.0	A																		
USGS	05427718	1976-08-02	10.0	A																		
USGS	05427718	1976-08-03	9.10	A																		
USGS	05427718	1976-08-04	8.90	A																		
USGS	05427718	1976-08-05	9.70	A																		
USGS	05427718	1976-08-06	9.30	A																		
USGS	05427718	1976-08-07	9.00	A																		
USGS	05427718	1976-08-08	8.70	A																		
USGS	05427718	1976-08-09	8.50	A																		
USGS	05427718	1976-08-10	8.60	A																		
USGS	05427718	1976-08-11	8.50	A																		
USGS	05427718	1976-08-12	8.40	A																		
USGS	05427718	1976-08-13	8.00	A																		
USGS	05427718	1976-08-14	10.0	A																		
USGS	05427718	1976-08-15	9.40	A																		
USGS	05427718	1976-08-16	8.70	A																		
USGS	05427718	1976-08-17	8.20	A																		
USGS	05427718	1976-08-18	8.40	A																		
USGS	05427718	1976-08-19	8.10	A																		
USGS	05427718	1976-08-20	7.90	A																		
USGS	05427718	1976-08-21	7.80	A																		
USGS	05427718	1976-08-22	7.70	A																		
USGS	05427718	1976-08-23	7.30	A																		
USGS	05427718	1976-08-24	7.60	A																		
USGS	05427718	1976-08-25	23.0	A																		
USGS	05427718	1976-08-26	35.0	A																		
USGS	05427718	1976-08-27	13.0	A																		
USGS	05427718	1976-08-28	25.0	A																		
USGS	05427718	1976-08-29	14.0	A																		
USGS	05427718	1976-08-30	11.0	A																		
USGS	05427718	1976-08-31	10.0	A																		
USGS	05427718	1976-09-01	9.70	A																		
USGS	05427718	1976-09-02	9.40	A																		
USGS	05427718	1976-09-03	9.20	A																		
USGS	05427718	1976-09-04	9.00	A																		
USGS	05427718	1976-09-05	9.10	A																		
USGS	05427718	1976-09-06	8.60	A																		
USGS	05427718	1976-09-07	8.20	A																		
USGS	05427718	1976-09-08	8.50	A																		
USGS	05427718	1976-09-09	8.60	A																		
USGS	05427718	1976-09-10	8.60	A																		
USGS	05427718	1976-09-11	8.60	A																		
USGS	05427718	1976-09-12	8.40	A																		
USGS	05427718	1976-09-13	8.20	A																		
USGS	05427718	1976-09-14	8.70	A																		
USGS	05427718	1976-09-15	8.70	A																		
USGS	05427718	1976-09-16	9.00	A																		
USGS	05427718	1976-09-17	9.00	A																		
USGS	05427718	1976-09-18	9.30	A																		
USGS	05427718	1976-09-19	9.50	A																		
USGS	05427718	1976-09-20	10.0	A																		
USGS	05427718	1976-09-21	9.40	A																		
USGS	05427718	1976-09-22	9.20	A																		
USGS	05427718	1976-09-23	9.10	A																		
USGS	05427718	1976-09-24	9.00	A																		
USGS	05427718	1976-09-25	9.30	A																		
USGS	05427718	1976-09-26	9.00	A																		
USGS	05427718	1976-09-27	9.20	A																		
USGS	05427718	1976-09-28	9.00	A																		
USGS	05427718	1976-09-29	9.00	A																		
USGS	05427718	1976-09-30	9.10	A																		
USGS	05427718	1976-10-01	9.40	A																		
USGS	05427718	1976-10-02	9.30	A																		
USGS	05427718	1976-10-03	9.10	A																		
USGS	05427718	1976-10-04	9.10	A																		
USGS	05427718	1976-10-05	12.0	A																		
USGS	05427718	1976-10-06	12.0	A																		
USGS	05427718	1976-10-07	11.0	A																		
USGS	05427718	1976-10-08	9.60	A																		
USGS	05427718	1976-10-09	9.90	A																		
USGS	05427718	1976-10-10	9.90	A																		
USGS	05427718	1976-10-11	9.80	A																		
USGS	05427718	1976-10-12	9.60	A																		
USGS	05427718	1976-10-13	9.40	A																		
USGS	05427718	1976-10-14	8.80	A																		
USGS	05427718	1976-10-15	9.20	A																		
USGS	05427718	1976-10-16	9.10	A																		
USGS	05427718	1976-10-17	8.90	A																		
USGS	05427718	1976-10-18	9.30	A																		
USGS	05427718	1976-10-19	9.90	A																		
USGS	05427718	1976-10-20	10.0	A																		
USGS	05427718	1976-10-21	9.80	A																		
USGS	05427718	1976-10-22	9.60	A																		
USGS	05427718	1976-10-23	9.70	A																		
USGS	05427718	1976-10-24	9.60	A																		
USGS	05427718	1976-10-25	9.80	A																		
USGS	05427718	1976-10-26	9.80	A																		
USGS	05427718	1976-10-27	9.60	A																		
USGS	05427718	1976-10-28	9.70	A																		
USGS	05427718	1976-10-29	10.0	A																		
USGS	05427718	1976-10-30	12.0	A																		
USGS	05427718	1976-10-31	13.0	A																		
USGS	05427718	1976-11-01	11.0	A																		
USGS	05427718	1976-11-02	11.0	A																		
USGS	05427718	1976-11-03	11.0	A																		
USGS	05427718	1976-11-04	10.0	A																		
USGS	05427718	1976-11-05	9.90	A																		
USGS	05427718	1976-11-06	9.80	A																		
USGS	05427718	1976-11-07	10.0	A																		
USGS	05427718	1976-11-08	11.0	A																		
USGS	05427718	1976-11-09	11.0	A																		
USGS	05427718	1976-11-10	11.0	A																		
USGS	05427718	1976-11-11	11.0	A																		
USGS	05427718	1976-11-12	10.0	A																		
USGS	05427718	1976-11-13	9.90	A																		
USGS	05427718	1976-11-14	10.0	A																		
USGS	05427718	1976-11-15	10.0	A																		
USGS	05427718	1976-11-16	9.80	A																		
USGS	05427718	1976-11-17	9.70	A																		
USGS	05427718	1976-11-18	9.80	A																		
USGS	05427718	1976-11-19	9.80	A																		
USGS	05427718	1976-11-20	9.50	A																		
USGS	05427718	1976-11-21	9.50	A																		
USGS	05427718	1976-11-22	9.30	A																		
USGS	05427718	1976-11-23	9.30	A																		
USGS	05427718	1976-11-24	10.0	A																		
USGS	05427718	1976-11-25	9.50	A																		
USGS	05427718	1976-11-26	9.40	A																		
USGS	05427718	1976-11-27	9.20	A																		
USGS	05427718	1976-11-28	9.00	A																		
USGS	05427718	1976-11-29	9.00	A																		
USGS	05427718	1976-11-30	9.00	A																		
USGS	05427718	1976-12-01	9.00	A																		
USGS	05427718	1976-12-02	9.20	A																		
USGS	05427718	1976-12-03	9.00	A																		
USGS	05427718	1976-12-04	9.00	A																		
USGS	05427718	1976-12-05	9.00	A																		
USGS	05427718	1976-12-06	9.00	A																		
USGS	05427718	1976-12-07	9.00	A																		
USGS	05427718	1976-12-08	9.00	A																		
USGS	05427718	1976-12-09	9.00	A																		
USGS	05427718	1976-12-10	9.00	A																		
USGS	05427718	1976-12-11	9.00	A																		
USGS	05427718	1976-12-12	8.80	A																		
USGS	05427718	1976-12-13	8.80	A																		
USGS	05427718	1976-12-14	8.80	A																		
USGS	05427718	1976-12-15	8.80	A																		
USGS	05427718	1976-12-16	8.80	A																		
USGS	05427718	1976-12-17	8.80	A																		
USGS	05427718	1976-12-18	8.80	A																		
USGS	05427718	1976-12-19	8.80	A																		
USGS	05427718	1976-12-20	8.80	A																		
USGS	05427718	1976-12-21	8.80	A																		
USGS	05427718	1976-12-22	8.80	A																		
USGS	05427718	1976-12-23	8.60	A																		
USGS	05427718	1976-12-24	8.60	A																		
USGS	05427718	1976-12-25	8.60	A																		
USGS	05427718	1976-12-26	8.60	A																		
USGS	05427718	1976-12-27	8.60	A																		
USGS	05427718	1976-12-28	8.60	A																		
USGS	05427718	1976-12-29	8.60	A																		
USGS	05427718	1976-12-30	8.60	A																		
USGS	05427718	1976-12-31	8.60	A																		
USGS	05427718	1977-01-01	8.60	A																		
USGS	05427718	1977-01-02	8.40	A																		
USGS	05427718	1977-01-03	8.40	A																		
USGS	05427718	1977-01-04	8.40	A																		
USGS	05427718	1977-01-05	8.40	A																		
USGS	05427718	1977-01-06	8.40	A																		
USGS	05427718	1977-01-07	8.40	A																		
USGS	05427718	1977-01-08	8.40	A																		
USGS	05427718	1977-01-09	8.40	A																		
USGS	05427718	1977-01-10	8.20	A																		
USGS	05427718	1977-01-11	8.20	A																		
USGS	05427718	1977-01-12	8.20	A																		
USGS	05427718	1977-01-13	8.20	A																		
USGS	05427718	1977-01-14	8.20	A																		
USGS	05427718	1977-01-15	8.20	A																		
USGS	05427718	1977-01-16	8.20	A																		
USGS	05427718	1977-01-17	8.00	A																		
USGS	05427718	1977-01-18	8.00	A																		
USGS	05427718	1977-01-19	8.00	A																		
USGS	05427718	1977-01-20	8.00	A																		
USGS	05427718	1977-01-21	8.00	A																		
USGS	05427718	1977-01-22	8.00	A																		
USGS	05427718	1977-01-23	8.00	A																		
USGS	05427718	1977-01-24	8.00	A																		
USGS	05427718	1977-01-25	7.80	A																		
USGS	05427718	1977-01-26	7.80	A																		
USGS	05427718	1977-01-27	7.80	A																		
USGS	05427718	1977-01-28	7.80	A																		
USGS	05427718	1977-01-29	7.80	A																		
USGS	05427718	1977-01-30	7.60	A																		
USGS	05427718	1977-01-31	7.60	A																		
USGS	05427718	1977-02-01	7.60	A																		
USGS	05427718	1977-02-02	7.60	A																		
USGS	05427718	1977-02-03	7.60	A																		
USGS	05427718	1977-02-04	7.60	A																		
USGS	05427718	1977-02-05	7.60	A																		
USGS	05427718	1977-02-06	7.60	A																		
USGS	05427718	1977-02-07	7.60	A																		
USGS	05427718	1977-02-08	7.60	A																		
USGS	05427718	1977-02-09	7.60	A																		
USGS	05427718	1977-02-10	7.60	A																		
USGS	05427718	1977-02-11	7.80	A																		
USGS	05427718	1977-02-12	8.20	A																		
USGS	05427718	1977-02-13	8.20	A																		
USGS	05427718	1977-02-14	7.80	A																		
USGS	05427718	1977-02-15	7.60	A																		
USGS	05427718	1977-02-16	7.60	A																		
USGS	05427718	1977-02-17	7.60	A																		
USGS	05427718	1977-02-18	7.60	A																		
USGS	05427718	1977-02-19	7.60	A																		
USGS	05427718	1977-02-20	7.80	A																		
USGS	05427718	1977-02-21	8.00	A																		
USGS	05427718	1977-02-22	8.00	A																		
USGS	05427718	1977-02-23	80.0	A																		
USGS	05427718	1977-02-24	150	A																		
USGS	05427718	1977-02-25	80.0	A																		
USGS	05427718	1977-02-26	50.0	A																		
USGS	05427718	1977-02-27	30.0	A																		
USGS	05427718	1977-02-28	22.0	A																		
USGS	05427718	1977-03-01	17.0	A																		
USGS	05427718	1977-03-02	15.0	A																		
USGS	05427718	1977-03-03	15.0	A																		
USGS	05427718	1977-03-04	53.0	A																		
USGS	05427718	1977-03-05	48.0	A																		
USGS	05427718	1977-03-06	20.0	A																		
USGS	05427718	1977-03-07	17.0	A																		
USGS	05427718	1977-03-08	17.0	A																		
USGS	05427718	1977-03-09	18.0	A																		
USGS	05427718	1977-03-10	17.0	A																		
USGS	05427718	1977-03-11	17.0	A																		
USGS	05427718	1977-03-12	20.0	A																		
USGS	05427718	1977-03-13	20.0	A																		
USGS	05427718	1977-03-14	18.0	A																		
USGS	05427718	1977-03-15	16.0	A																		
USGS	05427718	1977-03-16	14.0	A																		
USGS	05427718	1977-03-17	13.0	A																		
USGS	05427718	1977-03-18	14.0	A																		
USGS	05427718	1977-03-19	13.0	A																		
USGS	05427718	1977-03-20	15.0	A																		
USGS	05427718	1977-03-21	16.0	A																		
USGS	05427718	1977-03-22	15.0	A																		
USGS	05427718	1977-03-23	14.0	A																		
USGS	05427718	1977-03-24	13.0	A																		
USGS	05427718	1977-03-25	13.0	A																		
USGS	05427718	1977-03-26	13.0	A																		
USGS	05427718	1977-03-27	19.0	A																		
USGS	05427718	1977-03-28	37.0	A																		
USGS	05427718	1977-03-29	64.0	A																		
USGS	05427718	1977-03-30	33.0	A																		
USGS	05427718	1977-03-31	25.0	A																		
USGS	05427718	1977-04-01	20.0	A																		
USGS	05427718	1977-04-02	23.0	A																		
USGS	05427718	1977-04-03	21.0	A																		
USGS	05427718	1977-04-04	28.0	A																		
USGS	05427718	1977-04-05	32.0	A																		
USGS	05427718	1977-04-06	23.0	A																		
USGS	05427718	1977-04-07	19.0	A																		
USGS	05427718	1977-04-08	17.0	A																		
USGS	05427718	1977-04-09	15.0	A																		
USGS	05427718	1977-04-10	15.0	A																		
USGS	05427718	1977-04-11	14.0	A																		
USGS	05427718	1977-04-12	14.0	A																		
USGS	05427718	1977-04-13	13.0	A																		
USGS	05427718	1977-04-14	12.0	A																		
USGS	05427718	1977-04-15	12.0	A																		
USGS	05427718	1977-04-16	11.0	A																		
USGS	05427718	1977-04-17	11.0	A																		
USGS	05427718	1977-04-18	10.0	A																		
USGS	05427718	1977-04-19	10.0	A																		
USGS	05427718	1977-04-20	12.0	A																		
USGS	05427718	1977-04-21	22.0	A																		
USGS	05427718	1977-04-22	20.0	A																		
USGS	05427718	1977-04-23	14.0	A																		
USGS	05427718	1977-04-24	12.0	A																		
USGS	05427718	1977-04-25	11.0	A																		
USGS	05427718	1977-04-26	10.0	A																		
USGS	05427718	1977-04-27	9.70	A																		
USGS	05427718	1977-04-28	9.30	A																		
USGS	05427718	1977-04-29	9.10	A																		
USGS	05427718	1977-04-30	8.90	A																		
USGS	05427718	1977-05-01	8.40	A																		
USGS	05427718	1977-05-02	8.40	A																		
USGS	05427718	1977-05-03	8.30	A																		
USGS	05427718	1977-05-04	8.70	A																		
USGS	05427718	1977-05-05	9.10	A																		
USGS	05427718	1977-05-06	8.30	A																		
USGS	05427718	1977-05-07	7.80	A																		
USGS	05427718	1977-05-08	7.60	A																		
USGS	05427718	1977-05-09	7.40	A																		
USGS	05427718	1977-05-10	7.50	A																		
USGS	05427718	1977-05-11	7.20	A																		
USGS	05427718	1977-05-12	7.20	A																		
USGS	05427718	1977-05-13	7.10	A																		
USGS	05427718	1977-05-14	7.00	A																		
USGS	05427718	1977-05-15	8.30	A																		
USGS	05427718	1977-05-16	8.80	A																		
USGS	05427718	1977-05-17	7.70	A																		
USGS	05427718	1977-05-18	7.20	A																		
USGS	05427718	1977-05-19	6.90	A																		
USGS	05427718	1977-05-20	7.10	A																		
USGS	05427718	1977-05-21	8.90	A																		
USGS	05427718	1977-05-22	8.20	A																		
USGS	05427718	1977-05-23	7.20	A																		
USGS	05427718	1977-05-24	7.00	A																		
USGS	05427718	1977-05-25	6.90	A																		
USGS	05427718	1977-05-26	6.60	A																		
USGS	05427718	1977-05-27	6.50	A																		
USGS	05427718	1977-05-28	6.40	A																		
USGS	05427718	1977-05-29	6.40	A																		
USGS	05427718	1977-05-30	6.80	A																		
USGS	05427718	1977-05-31	12.0	A																		
USGS	05427718	1977-06-01	8.50	A																		
USGS	05427718	1977-06-02	7.70	A																		
USGS	05427718	1977-06-03	7.40	A																		
USGS	05427718	1977-06-04	6.80	A																		
USGS	05427718	1977-06-05	14.0	A																		
USGS	05427718	1977-06-06	8.60	A																		
USGS	05427718	1977-06-07	7.90	A																		
USGS	05427718	1977-06-08	8.60	A																		
USGS	05427718	1977-06-09	9.00	A																		
USGS	05427718	1977-06-10	7.30	A																		
USGS	05427718	1977-06-11	7.90	A																		
USGS	05427718	1977-06-12	7.60	A																		
USGS	05427718	1977-06-13	7.30	A																		
USGS	05427718	1977-06-14	6.90	A																		
USGS	05427718	1977-06-15	6.70	A																		
USGS	05427718	1977-06-16	6.80	A																		
USGS	05427718	1977-06-17	6.90	A																		
USGS	05427718	1977-06-18	7.80	A																		
USGS	05427718	1977-06-19	6.60	A																		
USGS	05427718	1977-06-20	6.60	A																		
USGS	05427718	1977-06-21	6.70	A																		
USGS	05427718	1977-06-22	6.60	A																		
USGS	05427718	1977-06-23	6.70	A																		
USGS	05427718	1977-06-24	7.50	A																		
USGS	05427718	1977-06-25	6.90	A																		
USGS	05427718	1977-06-26	6.50	A																		
