# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2017-10-05 13:59:39 EDT       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 05427850 YAHARA RIVER AT STATE HIGHWAY 113 AT MADISON, WI
# -----------------------------------------------------------------------------------
#
# Data provided for site 05427850
#            TS   parameter     statistic     Description
#        154918       00010     00001     Temperature, water, degrees Celsius (Maximum)
#        154919       00010     00002     Temperature, water, degrees Celsius (Minimum)
#        154920       00010     00003     Temperature, water, degrees Celsius (Mean)
#        154921       00060     00003     Discharge, cubic feet per second (Mean)
#        154924       00665     00003     Phosphorus, water, unfiltered, milligrams per liter as phosphorus (Mean)
#        154926       00671     00003     Orthophosphate, water, filtered, milligrams per liter as phosphorus (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	154918_00010_00001	154918_00010_00001_cd	154919_00010_00002	154919_00010_00002_cd	154920_00010_00003	154920_00010_00003_cd	154921_00060_00003	154921_00060_00003_cd	154924_00665_00003	154924_00665_00003_cd	154926_00671_00003	154926_00671_00003_cd
USGS	05427850	2002-01-17	0.5	A	0.0	A	0.5	A	38.7	A				
USGS	05427850	2002-01-18	1.0	A	0.0	A	0.5	A	38.6	A				
USGS	05427850	2002-01-19	0.5	A	0.0	A	0.5	A	39.7	A				
USGS	05427850	2002-01-20	0.5	A	0.0	A	0.0	A	41.7	A				
USGS	05427850	2002-01-21	0.5	A	0.0	A	0.0	A	46.0	A				
USGS	05427850	2002-01-22	0.5	A	0.0	A	0.5	A	42.4	A				
USGS	05427850	2002-01-23	1.0	A	0.0	A	0.5	A	49.6	A				
USGS	05427850	2002-01-24	1.5	A	0.5	A	1.0	A	47.2	A				
USGS	05427850	2002-01-25	2.0	A	0.5	A	1.0	A	47.2	A				
USGS	05427850	2002-01-26	2.5	A	0.5	A	1.5	A	61.5	A				
USGS	05427850	2002-01-27	3.0	A	2.0	A	2.5	A	54.1	A				
USGS	05427850	2002-01-28	2.0	A	1.5	A	2.0	A	60.9	A				
USGS	05427850	2002-01-29	1.5	A	0.5	A	1.0	A	43.9	A				
USGS	05427850	2002-01-30	1.0	A	0.0	A	0.5	A	42.7	A				
USGS	05427850	2002-01-31	1.0	A	0.0	A	0.5	A	48.3	A				
USGS	05427850	2002-02-01	1.0	A	0.0	A	0.5	A	39.0	A				
USGS	05427850	2002-02-02	1.0	A	0.5	A	0.5	A	37.6	A				
USGS	05427850	2002-02-03	1.0	A	0.5	A	1.0	A	44.5	A				
USGS	05427850	2002-02-04	1.0	A:e	0.5	A:e	1.0	A:e	44.0	A:e				
USGS	05427850	2002-02-05	1.0	A:e	0.5	A:e	1.0	A:e	46.0	A:e				
USGS	05427850	2002-02-06	1.0	A	0.5	A	0.5	A	40.2	A				
USGS	05427850	2002-02-07	1.0	A	0.5	A	1.0	A	44.7	A				
USGS	05427850	2002-02-08	1.5	A	0.5	A	1.0	A	48.2	A				
USGS	05427850	2002-02-09	1.5	A	0.5	A	1.0	A	56.2	A				
USGS	05427850	2002-02-10	1.5	A	1.0	A	1.5	A	71.0	A				
USGS	05427850	2002-02-11	1.5	A	1.0	A	1.5	A	39.5	A				
USGS	05427850	2002-02-12	1.5	A	0.0	A	1.0	A	82.8	A				
USGS	05427850	2002-02-13	2.5	A	0.5	A	1.5	A	36.9	A				
USGS	05427850	2002-02-14	2.5	A	1.5	A	2.0	A	42.1	A				
USGS	05427850	2002-02-15	1.5	A	0.5	A	1.0	A	76.8	A				
USGS	05427850	2002-02-16	2.0	A	1.0	A	1.5	A	66.4	A				
USGS	05427850	2002-02-17	3.5	A	1.0	A	2.0	A	47.7	A				
USGS	05427850	2002-02-18	3.5	A	2.0	A	2.5	A	50.1	A				
USGS	05427850	2002-02-19	3.0	A	2.5	A	2.5	A	116	A				
USGS	05427850	2002-02-20	2.5	A	1.5	A	2.0	A	176	A				
USGS	05427850	2002-02-21	1.5	A	0.0	A	1.0	A	206	A				
USGS	05427850	2002-02-22	2.5	A	0.0	A	1.0	A	116	A				
USGS	05427850	2002-02-23	3.5	A	2.0	A	2.5	A	74.2	A				
USGS	05427850	2002-02-24	5.5	A	2.0	A	4.0	A	96.9	A				
USGS	05427850	2002-02-25	4.5	A	1.5	A	3.0	A	100	A				
USGS	05427850	2002-02-26	1.5	A	0.0	A	0.5	A	68.6	A				
USGS	05427850	2002-02-27	2.5	A	0.0	A	1.0	A	70.2	A				
USGS	05427850	2002-02-28	3.0	A	2.0	A	2.5	A	66.1	A				
USGS	05427850	2002-03-01	3.0	A	2.0	A	2.5	A	60.9	A				
USGS	05427850	2002-03-02	2.0	A	1.0	A	2.0	A	66.6	A				
USGS	05427850	2002-03-03	1.5	A	0.5	A	1.0	A	48.3	A				
USGS	05427850	2002-03-04	1.5	A	0.5	A	1.0	A	54.0	A				
USGS	05427850	2002-03-05	1.0	A	0.5	A	0.5	A	52.6	A				
USGS	05427850	2002-03-06	0.5	A	0.5	A	0.5	A	54.3	A				
USGS	05427850	2002-03-07	0.5	A	0.5	A	0.5	A	55.9	A				
USGS	05427850	2002-03-08	0.5	A	0.5	A	0.5	A	77.3	A				
USGS	05427850	2002-03-09	1.0	A	0.5	A	0.5	A	148	A				
USGS	05427850	2002-03-10	2.0	A	0.0	A	0.5	A	157	A				
USGS	05427850	2002-03-11	2.0	A	0.5	A	1.5	A	96.8	A				
USGS	05427850	2002-03-12	4.0	A	2.0	A	2.5	A	78.0	A				
USGS	05427850	2002-03-13	4.5	A	3.0	A	3.5	A	87.2	A				
USGS	05427850	2002-03-14	3.0	A	1.0	A	2.0	A	101	A				
USGS	05427850	2002-03-15	2.0	A	1.0	A	1.5	A	65.1	A				
USGS	05427850	2002-03-16	5.0	A	0.5	A	2.5	A	72.9	A				
USGS	05427850	2002-03-17	3.5	A	2.0	A	3.0	A	68.8	A				
USGS	05427850	2002-03-18	6.0	A	2.0	A	4.0	A	68.4	A				
USGS	05427850	2002-03-19	5.0	A	4.0	A	4.5	A	70.8	A				
USGS	05427850	2002-03-20	6.5	A	3.0	A	4.5	A	58.5	A				
USGS	05427850	2002-03-21	6.0	A	0.5	A	3.0	A	79.8	A				
USGS	05427850	2002-03-22	3.5	A	0.0	A	1.5	A	63.2	A				
USGS	05427850	2002-03-23	3.5	A	0.5	A	2.0	A	81.7	A				
USGS	05427850	2002-03-24	4.0	A	1.0	A	2.5	A	119	A				
USGS	05427850	2002-03-25	2.0	A	0.0	A	1.0	A	22.9	A				
USGS	05427850	2002-03-26	3.5	A	0.0	A	1.5	A	45.8	A				
USGS	05427850	2002-03-27	6.5	A	1.5	A	4.0	A	38.0	A				
USGS	05427850	2002-03-28	6.5	A	4.5	A	5.5	A	80.0	A				
USGS	05427850	2002-03-29	8.0	A	5.0	A	6.0	A	67.5	A				
USGS	05427850	2002-03-30	8.5	A	5.5	A	6.5	A	55.6	A				
USGS	05427850	2002-03-31	8.5	A	6.0	A	7.0	A	73.6	A				
USGS	05427850	2002-04-01	6.5	A	3.5	A	5.5	A	74.7	A				
USGS	05427850	2002-04-02	4.0	A	3.0	A	3.5	A	62.9	A				
USGS	05427850	2002-04-03	4.0	A	2.0	A	3.0	A	61.4	A				
USGS	05427850	2002-04-04	5.0	A	1.5	A	3.0	A	64.1	A				
USGS	05427850	2002-04-05	6.5	A	2.0	A	4.0	A	65.6	A				
USGS	05427850	2002-04-06	8.0	A	3.0	A	5.0	A	30.7	A				
USGS	05427850	2002-04-07	7.0	A	5.0	A	6.0	A	82.6	A				
USGS	05427850	2002-04-08	7.0	A	5.5	A	6.0	A	170	A				
USGS	05427850	2002-04-09	9.5	A	6.0	A	7.5	A	183	A				
USGS	05427850	2002-04-10	12.0	A	8.5	A	10.0	A	122	A				
USGS	05427850	2002-04-11	13.0	A	10.5	A	11.5	A	97.0	A				
USGS	05427850	2002-04-12	14.0	A	12.5	A	13.0	A	119	A				
USGS	05427850	2002-04-13	17.5	A	11.5	A	14.0	A	85.3	A				
USGS	05427850	2002-04-14	17.5	A	14.5	A	16.0	A	74.8	A				
USGS	05427850	2002-04-15	19.5	A	15.5	A	17.0	A	60.6	A				
USGS	05427850	2002-04-16	22.0	A	18.0	A	19.5	A	59.0	A				
USGS	05427850	2002-04-17	22.5	A	20.0	A	21.0	A	95.6	A				
USGS	05427850	2002-04-18	21.0	A	19.5	A	20.5	A	41.3	A				
USGS	05427850	2002-04-19	20.5	A	16.5	A	18.5	A	107	A				
USGS	05427850	2002-04-20	16.5	A	13.0	A	14.5	A	66.3	A				
USGS	05427850	2002-04-21	13.0	A	7.0	A	9.5	A	64.6	A				
USGS	05427850	2002-04-22	7.5	A	6.5	A	7.0	A	64.6	A				
USGS	05427850	2002-04-23	11.5	A	6.0	A	8.5	A	63.8	A				
USGS	05427850	2002-04-24	12.5	A	10.0	A	11.5	A	64.4	A				
USGS	05427850	2002-04-25	11.5	A	9.0	A	10.5	A	78.7	A				
USGS	05427850	2002-04-26	12.5	A	8.5	A	10.0	A	80.9	A				
USGS	05427850	2002-04-27	12.0	A	8.0	A	10.0	A	83.1	A				
USGS	05427850	2002-04-28	8.0	A	7.0	A	7.5	A	84.8	A				
USGS	05427850	2002-04-29	11.0	A	7.0	A	9.0	A	67.3	A				
USGS	05427850	2002-04-30	13.0	A	10.0	A	11.5	A	85.1	A				
USGS	05427850	2002-05-01	12.5	A	11.5	A	12.0	A	83.1	A				
USGS	05427850	2002-05-02	13.0	A	10.5	A	11.5	A	71.8	A				
USGS	05427850	2002-05-03	15.0	A	10.0	A	12.0	A	84.1	A				
USGS	05427850	2002-05-04	15.5	A	11.5	A	13.5	A	62.6	A				
USGS	05427850	2002-05-05	18.0	A	14.0	A	15.5	A	61.3	A				
USGS	05427850	2002-05-06	20.5	A	16.0	A	18.0	A	68.0	A				
USGS	05427850	2002-05-07	20.0	A	16.5	A	18.5	A	87.5	A				
USGS	05427850	2002-05-08	17.0	A	14.5	A	15.5	A	45.0	A				
USGS	05427850	2002-05-09	17.0	A	14.0	A	16.0	A	73.0	A				
USGS	05427850	2002-05-10	15.5	A	12.0	A	13.5	A	145	A				
USGS	05427850	2002-05-11	15.0	A	11.0	A	13.0	A	87.3	A				
USGS	05427850	2002-05-12	11.0	A	10.0	A	10.0	A	178	A				
USGS	05427850	2002-05-13	12.0	A	9.5	A	11.0	A	136	A				
USGS	05427850	2002-05-14	14.0	A	11.0	A	12.5	A	93.7	A				
USGS	05427850	2002-05-15	17.0	A	13.0	A	14.5	A	41.4	A				
USGS	05427850	2002-05-16	17.0	A	16.0	A	16.5	A	104	A				
USGS	05427850	2002-05-17	16.0	A	14.0	A	14.5	A	68.9	A				
USGS	05427850	2002-05-18	15.0	A	12.5	A	13.5	A	66.6	A				
USGS	05427850	2002-05-19	15.5	A	12.5	A	14.0	A	69.8	A				
USGS	05427850	2002-05-20	14.0	A	12.0	A	13.0	A	51.7	A				
USGS	05427850	2002-05-21	16.0	A	11.5	A	13.5	A	58.1	A				
USGS	05427850	2002-05-22	17.0	A	13.5	A	15.0	A	37.0	A				
USGS	05427850	2002-05-23	16.5	A	15.0	A	15.5	A	88.1	A				
USGS	05427850	2002-05-24	17.0	A	14.5	A	15.5	A	66.6	A				
USGS	05427850	2002-05-25	15.5	A	13.0	A	13.5	A	59.5	A				
USGS	05427850	2002-05-26	17.0	A	12.0	A	14.0	A	65.0	A				
USGS	05427850	2002-05-27	21.5	A	16.0	A	18.0	A	75.4	A				
USGS	05427850	2002-05-28	24.0	A	19.0	A	21.0	A	49.5	A				
USGS	05427850	2002-05-29	24.5	A	21.5	A	23.0	A	98.7	A				
USGS	05427850	2002-05-30	26.0	A	22.5	A	24.0	A	45.8	A				
USGS	05427850	2002-05-31	25.5	A	23.5	A	24.5	A	87.5	A				
USGS	05427850	2002-06-01	26.0	A	22.5	A	24.0	A	60.1	A				
USGS	05427850	2002-06-02	24.0	A	20.0	A	22.5	A	72.2	A				
USGS	05427850	2002-06-03	20.0	A	16.5	A	17.5	A	126	A				
USGS	05427850	2002-06-04	16.5	A	15.5	A	16.0	A	226	A				
USGS	05427850	2002-06-05	17.0	A	16.0	A	16.5	A	257	A				
USGS	05427850	2002-06-06	21.5	A	16.0	A	18.0	A	146	A				
USGS	05427850	2002-06-07	22.5	A	18.5	A	20.5	A	90.4	A				
USGS	05427850	2002-06-08	24.0	A	20.5	A	22.0	A	95.8	A				
USGS	05427850	2002-06-09	27.0	A	22.5	A	24.0	A	70.0	A				
USGS	05427850	2002-06-10	26.0	A	24.0	A	25.0	A	42.6	A				
USGS	05427850	2002-06-11	25.5	A	24.0	A	25.0	A	104	A				
USGS	05427850	2002-06-12	26.0	A	24.0	A	25.0	A	98.4	A				
USGS	05427850	2002-06-13	24.5	A	22.5	A	23.5	A	66.0	A				
USGS	05427850	2002-06-14	23.5	A	21.0	A	22.0	A	68.7	A				
USGS	05427850	2002-06-15	22.0	A	20.0	A	21.0	A	74.3	A				
USGS	05427850	2002-06-16	23.0	A	20.0	A	21.0	A	68.1	A				
USGS	05427850	2002-06-17	23.0	A	20.5	A	21.5	A	71.1	A				
USGS	05427850	2002-06-18	25.0	A	21.0	A	22.5	A	61.5	A				
USGS	05427850	2002-06-19	24.0	A	21.5	A	22.5	A	49.8	A				
USGS	05427850	2002-06-20	25.5	A	21.0	A	23.0	A	73.2	A				
USGS	05427850	2002-06-21	27.5	A	24.0	A	25.5	A	57.4	A				
USGS	05427850	2002-06-22	28.0	A	25.0	A	26.5	A	45.1	A				
USGS	05427850	2002-06-23	29.5	A	26.0	A	27.5	A	61.3	A				
USGS	05427850	2002-06-24	29.0	A	27.0	A	28.0	A	49.0	A				
USGS	05427850	2002-06-25	31.0	A	27.5	A	29.0	A	33.9	A				
USGS	05427850	2002-06-26	30.0	A	27.5	A	28.5	A	58.2	A				
USGS	05427850	2002-06-27	28.0	A	25.5	A	27.0	A	48.8	A				
USGS	05427850	2002-06-28	28.0	A	25.0	A	26.0	A	50.1	A				
USGS	05427850	2002-06-29	29.0	A	26.0	A	27.0	A	38.2	A				
USGS	05427850	2002-06-30	29.0	A:e	26.0	A:e	27.0	A:e	35.8	A:e				
USGS	05427850	2002-07-01							38.3	A:e				
USGS	05427850	2002-07-02							38.3	A:e				
USGS	05427850	2002-07-03							38.3	A:e				
USGS	05427850	2002-07-04							35.0	A:e				
USGS	05427850	2002-07-05							39.5	A:e				
USGS	05427850	2002-07-06							35.0	A:e				
USGS	05427850	2002-07-07							32.5	A:e				
USGS	05427850	2002-07-08							32.1	A:e				
USGS	05427850	2002-07-09	30.0	A	28.0	A	29.0	A	62.4	A				
USGS	05427850	2002-07-10	29.0	A	23.0	A	25.0	A	55.5	A				
USGS	05427850	2002-07-11	23.0	A	21.0	A	22.0	A	33.7	A				
USGS	05427850	2002-07-12	26.5	A	20.0	A	23.0	A	38.0	A				
USGS	05427850	2002-07-13	29.0	A	22.5	A	25.5	A	43.4	A				
USGS	05427850	2002-07-14	27.5	A	25.0	A	26.0	A	42.7	A				
USGS	05427850	2002-07-15	28.0	A	25.0	A	26.5	A	38.9	A				
USGS	05427850	2002-07-16	29.5	A	26.5	A	27.5	A	34.9	A				
USGS	05427850	2002-07-17	29.0	A	27.0	A	28.0	A	45.2	A				
USGS	05427850	2002-07-18	31.5	A	27.0	A	28.5	A	48.1	A				
USGS	05427850	2002-07-19	29.5	A	26.0	A	28.0	A	34.3	A				
USGS	05427850	2002-07-20	28.5	A	25.5	A	27.0	A	37.1	A				
USGS	05427850	2002-07-21	29.5	A	26.0	A	27.5	A	26.5	A				
USGS	05427850	2002-07-22	29.0	A	26.5	A	27.5	A	78.7	A				
USGS	05427850	2002-07-23	27.0	A	24.0	A	25.5	A	49.2	A				
USGS	05427850	2002-07-24	27.5	A	23.0	A	25.0	A	42.9	A				
USGS	05427850	2002-07-25	26.0	A	24.0	A	24.5	A	42.0	A				
USGS	05427850	2002-07-26	28.0	A	24.0	A	25.0	A	69.9	A				
USGS	05427850	2002-07-27	28.0	A	26.5	A	27.0	A	38.0	A				
USGS	05427850	2002-07-28	27.5	A	25.0	A	26.0	A	50.4	A				
USGS	05427850	2002-07-29	27.0	A	26.0	A	26.5	A	58.1	A				
USGS	05427850	2002-07-30	28.5	A	24.5	A	26.0	A	37.8	A				
USGS	05427850	2002-07-31	29.0	A	26.5	A	27.5	A	36.9	A				
USGS	05427850	2002-08-01	29.0	A	26.5	A	28.0	A	58.5	A				
USGS	05427850	2002-08-02	28.5	A	25.0	A	26.5	A	39.7	A				
USGS	05427850	2002-08-03	29.0	A	24.5	A	26.5	A	38.3	A				
USGS	05427850	2002-08-04	28.0	A	26.0	A	26.5	A	50.3	A				
USGS	05427850	2002-08-05	27.0	A	24.5	A	26.0	A	53.1	A				
USGS	05427850	2002-08-06	25.0	A	21.5	A	23.0	A	38.2	A				
USGS	05427850	2002-08-07	26.5	A	21.0	A	23.5	A	37.2	A				
USGS	05427850	2002-08-08	29.0	A	23.0	A	25.0	A	39.1	A				
USGS	05427850	2002-08-09	27.5	A	24.5	A	25.5	A	35.6	A				
USGS	05427850	2002-08-10	27.5	A	25.0	A	26.0	A	34.7	A				
USGS	05427850	2002-08-11	27.0	A	25.0	A	26.0	A	38.4	A				
USGS	05427850	2002-08-12	28.0	A	26.0	A	26.5	A	36.0	A				
USGS	05427850	2002-08-13	27.0	A	25.0	A	25.5	A	56.4	A				
USGS	05427850	2002-08-14	25.0	A	23.0	A	24.0	A	29.3	A				
USGS	05427850	2002-08-15	25.5	A	22.5	A	24.0	A	36.9	A				
USGS	05427850	2002-08-16	25.5	A	23.5	A	24.0	A	56.5	A				
USGS	05427850	2002-08-17	26.0	A	24.0	A	24.5	A	51.3	A				
USGS	05427850	2002-08-18	25.0	A	22.0	A	23.0	A	51.5	A				
USGS	05427850	2002-08-19	25.5	A	22.5	A	24.0	A	40.2	A				
USGS	05427850	2002-08-20	26.0	A	22.0	A	24.0	A	34.7	A				
USGS	05427850	2002-08-21	25.0	A	22.5	A	23.5	A	31.8	A				
USGS	05427850	2002-08-22	24.5	A	23.0	A	24.0	A	76.0	A				
USGS	05427850	2002-08-23	23.5	A	22.5	A	23.0	A	55.5	A				
USGS	05427850	2002-08-24	25.5	A	22.5	A	23.5	A	39.5	A				
USGS	05427850	2002-08-25	27.0	A	23.5	A	25.0	A	44.4	A				
USGS	05427850	2002-08-26	28.0	A	24.0	A	25.5	A	37.6	A				
USGS	05427850	2002-08-27	28.0	A	24.0	A	26.0	A	39.4	A				
USGS	05427850	2002-08-28	26.5	A	24.0	A	25.0	A	32.8	A				
USGS	05427850	2002-08-29	26.5	A	23.0	A	24.5	A	39.9	A				
USGS	05427850	2002-08-30	27.5	A	23.5	A	25.0	A	37.6	A				
USGS	05427850	2002-08-31	27.0	A	24.0	A	25.5	A	38.5	A				
USGS	05427850	2002-09-01	26.5	A	24.5	A	25.5	A	26.8	A				
USGS	05427850	2002-09-02	26.0	A	24.0	A	24.5	A	32.3	A				
USGS	05427850	2002-09-03	25.0	A	22.5	A	23.5	A	75.2	A				
USGS	05427850	2002-09-04	24.5	A	22.0	A	23.0	A	39.3	A				
USGS	05427850	2002-09-05	26.5	A	23.0	A	24.5	A	32.2	A				
USGS	05427850	2002-09-06	25.5	A	23.0	A	24.5	A	43.7	A				
USGS	05427850	2002-09-07	26.5	A	23.5	A	25.0	A	42.8	A				
USGS	05427850	2002-09-08	27.5	A	24.0	A	25.5	A	34.6	A				
USGS	05427850	2002-09-09	28.0	A	25.5	A	26.5	A	34.5	A				
USGS	05427850	2002-09-10	27.5	A	24.5	A	26.0	A	48.6	A				
USGS	05427850	2002-09-11	24.5	A	21.5	A	23.0	A	36.9	A				
USGS	05427850	2002-09-12	24.0	A	21.0	A	22.5	A	34.6	A				
USGS	05427850	2002-09-13	23.0	A	21.0	A	22.0	A	36.6	A				
USGS	05427850	2002-09-14	22.5	A	21.0	A	21.5	A	48.8	A				
USGS	05427850	2002-09-15	21.0	A	19.0	A	20.0	A	35.8	A				
USGS	05427850	2002-09-16	21.5	A	18.5	A	19.5	A	36.7	A				
USGS	05427850	2002-09-17	22.5	A	19.5	A	21.0	A	39.4	A				
USGS	05427850	2002-09-18	22.0	A	20.5	A	21.0	A	37.9	A				
USGS	05427850	2002-09-19	23.0	A	21.5	A	22.0	A	42.5	A				
USGS	05427850	2002-09-20	22.5	A	21.0	A	22.0	A	34.3	A				
USGS	05427850	2002-09-21	21.0	A	19.0	A	20.0	A	64.8	A				
USGS	05427850	2002-09-22	19.5	A	17.0	A	18.5	A	46.1	A				
USGS	05427850	2002-09-23	17.0	A	14.5	A	16.0	A	20.0	A				
USGS	05427850	2002-09-24	15.5	A	13.0	A	14.0	A	49.1	A				
USGS	05427850	2002-09-25	17.0	A	14.5	A	15.5	A	42.6	A				
USGS	05427850	2002-09-26	19.5	A	15.5	A	17.0	A	51.0	A				
USGS	05427850	2002-09-27	18.0	A	16.0	A	16.5	A	20.4	A				
USGS	05427850	2002-09-28	17.0	A	14.5	A	15.5	A	35.2	A				
USGS	05427850	2002-09-29	19.5	A	16.5	A	17.5	A	20.0	A				
USGS	05427850	2002-09-30	21.0	A	19.0	A	19.5	A	12.8	A				
USGS	05427850	2002-10-01	21.0	A	19.5	A	20.0	A	71.3	A				
USGS	05427850	2002-10-02	20.0	A	17.0	A	19.0	A	69.5	A				
USGS	05427850	2002-10-03	17.0	A	15.0	A	15.5	A	30.7	A				
USGS	05427850	2002-10-04	16.5	A	15.0	A	15.5	A	48.1	A				
USGS	05427850	2002-10-05	16.0	A	13.5	A	14.5	A	134	A				
USGS	05427850	2002-10-06	15.5	A	13.5	A	14.5	A	47.6	A				
USGS	05427850	2002-10-07	13.5	A	11.5	A	12.5	A	69.3	A				
USGS	05427850	2002-10-08	12.5	A	11.5	A	12.0	A	55.4	A				
USGS	05427850	2002-10-09	14.0	A	11.5	A	12.5	A	51.3	A				
USGS	05427850	2002-10-10	14.0	A	12.0	A	13.0	A	43.1	A				
USGS	05427850	2002-10-11	15.5	A	13.0	A	14.0	A	44.1	A				
USGS	05427850	2002-10-12	15.0	A	13.0	A	14.5	A	45.4	A				
USGS	05427850	2002-10-13	13.0	A	10.5	A	11.5	A	48.3	A				
USGS	05427850	2002-10-14	11.0	A	9.0	A	10.0	A	22.4	A				
USGS	05427850	2002-10-15	10.5	A	9.0	A	9.5	A	69.9	A				
USGS	05427850	2002-10-16	9.5	A	7.5	A	8.5	A	39.4	A				
USGS	05427850	2002-10-17	9.0	A	7.5	A	8.0	A	44.2	A				
USGS	05427850	2002-10-18	7.5	A	7.0	A	7.5	A	27.2	A				
USGS	05427850	2002-10-19	7.5	A	6.0	A	7.0	A	75.5	A				
USGS	05427850	2002-10-20	8.0	A	5.0	A	6.5	A	57.6	A				
USGS	05427850	2002-10-21	7.5	A	6.5	A	7.0	A	44.1	A				
USGS	05427850	2002-10-22	7.0	A	5.5	A	6.5	A	63.5	A				
USGS	05427850	2002-10-23	6.0	A	4.5	A	5.5	A	34.8	A				
USGS	05427850	2002-10-24	5.5	A	4.0	A	4.5	A	39.9	A				
USGS	05427850	2002-10-25	5.5	A	4.5	A	5.0	A	46.7	A				
USGS	05427850	2002-10-26	7.5	A	5.0	A	6.0	A	53.4	A				
USGS	05427850	2002-10-27	7.0	A	6.0	A	6.5	A	60.8	A				
USGS	05427850	2002-10-28	7.0	A	5.0	A	6.0	A	58.9	A				
USGS	05427850	2002-10-29	7.0	A	5.5	A	6.0	A	58.7	A				
USGS	05427850	2002-10-30	6.5	A	4.0	A	5.5	A	44.7	A				
USGS	05427850	2002-10-31	6.5	A	5.0	A	5.5	A	46.7	A				
USGS	05427850	2002-11-01	5.0	A	3.0	A	4.0	A	40.7	A				
USGS	05427850	2002-11-02	4.0	A	1.5	A	3.0	A	71.9	A				
USGS	05427850	2002-11-03	4.5	A	2.5	A	3.0	A	40.6	A				
