DateTime,Depth,PHY_TCHLA
2006-09-19,0.5,138.17
2006-09-20,0.5,144.22
2006-09-21,0.5,147.88
2006-09-22,0.5,140.39
2006-09-23,0.5,157.53
2006-09-24,0.5,144.02
2006-09-25,0.5,152.34
2006-09-26,0.5,157.27
2006-09-27,0.5,153.09
2006-09-28,0.5,151.76
2006-09-29,0.5,147.2
2006-09-30,0.5,146.19
2006-10-01,0.5,155.64
2006-10-02,0.5,185.46
2006-10-03,0.5,168.96
2006-10-04,0.5,150.81
2006-10-05,0.5,207.73
2006-10-06,0.5,188.76
2007-06-16,0.5,78.61
2007-06-17,0.5,79.37
2007-06-18,0.5,80.4
2007-06-19,0.5,82.08
2007-06-20,0.5,64.16
2007-06-21,0.5,41.05
2007-06-22,0.5,301.58
2007-06-23,0.5,376.28
2007-06-24,0.5,357.11
2007-06-25,0.5,227.62
2007-06-26,0.5,40.55
2007-06-27,0.5,39.15
2007-06-28,0.5,39.91
2007-06-29,0.5,40.4
2007-06-30,0.5,40.56
2007-07-01,0.5,40.44
2007-07-02,0.5,39.69
2007-07-03,0.5,35.54
2007-07-04,0.5,22.59
2007-07-05,0.5,17.65
2007-07-06,0.5,39.33
2007-07-07,0.5,40.98
2007-07-08,0.5,40.37
2007-07-09,0.5,39.89
2007-07-10,0.5,39.38
2007-07-11,0.5,39.29
2007-07-12,0.5,39.15
2007-07-13,0.5,38.79
2007-07-14,0.5,39.84
2007-07-15,0.5,39.22
2007-07-16,0.5,38.45
2007-07-17,0.5,39.84
2007-07-18,0.5,44.87
2007-07-19,0.5,76.53
2007-07-20,0.5,42.81
2007-07-21,0.5,44.89
2007-07-22,0.5,42.68
2007-07-23,0.5,45.15
2007-07-24,0.5,46.9
2007-07-25,0.5,51.18
2007-07-26,0.5,46.25
2007-07-27,0.5,43.28
2007-07-28,0.5,41.31
2007-07-29,0.5,39.84
2007-07-30,0.5,41.79
2007-07-31,0.5,39.89
2007-08-01,0.5,39.3
2007-08-02,0.5,40.24
2007-08-03,0.5,39.93
2007-08-04,0.5,39.05
2007-08-05,0.5,40.11
2007-08-06,0.5,39.72
2007-08-07,0.5,40.02
2007-08-08,0.5,39.78
2007-08-09,0.5,39.79
2007-08-10,0.5,39.55
2007-08-11,0.5,39.15
2007-08-12,0.5,38.79
2007-08-13,0.5,39.27
2007-08-14,0.5,39.09
2007-08-15,0.5,38.99
2007-08-16,0.5,39.75
2007-08-17,0.5,40.16
2007-08-18,0.5,40.66
2007-08-19,0.5,41.02
2007-08-20,0.5,41.55
2007-08-21,0.5,41.18
2007-08-22,0.5,40.33
2007-08-23,0.5,39.64
2007-08-24,0.5,39.87
2007-08-25,0.5,39.76
2007-08-26,0.5,39.43
2007-08-27,0.5,41.3
2007-08-28,0.5,40.02
2007-08-29,0.5,39.16
2007-08-30,0.5,39.86
2007-08-31,0.5,40.3
2007-09-01,0.5,40.61
2007-09-02,0.5,40.57
2007-09-03,0.5,40.26
2007-09-04,0.5,41.24
2007-09-05,0.5,41
2007-09-06,0.5,40.95
2007-09-07,0.5,40.62
2007-09-08,0.5,40.14
2007-09-09,0.5,39.89
2007-09-10,0.5,40.67
2007-09-11,0.5,41.79
2007-09-12,0.5,41.23
2007-09-13,0.5,40.93
2007-09-14,0.5,41.01
2007-09-15,0.5,38.84
2007-09-16,0.5,39.66
2007-09-17,0.5,39.42
2007-09-18,0.5,38.24
2007-09-19,0.5,34.96
2007-09-20,0.5,35.31
2007-09-21,0.5,39.41
2007-09-22,0.5,36.36
2007-09-23,0.5,36.63
2007-09-24,0.5,39.68
2007-09-25,0.5,37.6
2007-09-26,0.5,38.34
2007-09-27,0.5,39.17
2007-09-28,0.5,39.13
2007-09-29,0.5,41.22
2007-09-30,0.5,39.88
2007-10-01,0.5,40.2
2007-10-02,0.5,41.79
2007-10-03,0.5,42.22
2007-10-04,0.5,41.69
2007-10-05,0.5,40.87
2007-10-06,0.5,40.47
2007-10-07,0.5,39.69
2007-10-08,0.5,40.61
2007-10-09,0.5,41.2
2007-10-10,0.5,41.07
2007-10-11,0.5,41.71
2007-10-12,0.5,42.24
2007-10-13,0.5,42.89
2007-10-14,0.5,44.13
2007-10-15,0.5,44.23
2007-10-16,0.5,44.37
2007-10-17,0.5,44.67
2007-10-18,0.5,44.88
2007-10-19,0.5,45.28
2007-10-20,0.5,45.25
2007-10-21,0.5,45.3
2007-10-22,0.5,46.12
2007-10-23,0.5,46.04
2007-10-24,0.5,46.07
2007-10-25,0.5,46.07
2007-10-26,0.5,46.42
2007-10-27,0.5,47.08
2007-10-28,0.5,46.84
2007-10-29,0.5,47.2
2007-10-30,0.5,47.65
2008-06-26,0.5,5021.64
2008-06-27,0.5,4520.79
2008-06-28,0.5,3174.96
2008-06-29,0.5,3485.73
2008-06-30,0.5,3743.63
2008-07-01,0.5,4482.79
2008-07-02,0.5,3651.57
2008-07-03,0.5,4561.71
2008-07-04,0.5,3660.05
2008-07-05,0.5,3931.51
2008-07-06,0.5,4202.81
2008-07-07,0.5,3872.74
2008-07-08,0.5,3122.92
2008-07-09,0.5,3107.62
2008-07-10,0.5,3745.78
2008-07-11,0.5,3988.28
2008-07-12,0.5,3749.13
2008-07-13,0.5,3705.39
2008-07-14,0.5,4771.96
2008-07-15,0.5,3996.71
2008-07-16,0.5,3979.12
2008-07-17,0.5,3670.46
2008-07-18,0.5,4343.14
2008-07-19,0.5,3583.13
2008-07-20,0.5,3612.11
2008-07-21,0.5,3639.72
2008-07-22,0.5,3720.03
2008-07-23,0.5,4971
2008-07-24,0.5,6066.01
2008-07-25,0.5,4482.03
2008-07-26,0.5,3001.31
2008-07-27,0.5,3533.84
2008-07-28,0.5,3701.18
2008-07-29,0.5,3460.69
2008-07-30,0.5,4363.26
2008-07-31,0.5,4374.5
2008-08-01,0.5,6139.33
2008-08-02,0.5,3048.98
2008-08-03,0.5,3420.97
2008-08-04,0.5,3776.87
2008-08-05,0.5,3932.17
2008-08-06,0.5,3601.8
2008-08-07,0.5,3339.94
2008-08-08,0.5,3615.19
2008-08-09,0.5,3765.54
2008-08-10,0.5,4144.19
2008-08-11,0.5,3290.83
2008-08-12,0.5,3293.37
2008-08-13,0.5,3217.33
2008-08-14,0.5,2890.33
2008-08-15,0.5,2631.49
2008-08-16,0.5,2660.46
2008-08-17,0.5,2808.92
2008-08-18,0.5,3106.85
2008-08-19,0.5,3355.77
2008-08-20,0.5,3075.84
2008-08-21,0.5,3255.82
2008-08-22,0.5,3517.83
2008-08-23,0.5,4051.35
2008-08-24,0.5,4306.68
2008-08-25,0.5,3352.41
2008-08-26,0.5,2965.74
2008-08-27,0.5,3087.95
2008-08-29,0.5,2807.22
2008-08-30,0.5,2670.52
2008-08-31,0.5,2359.25
2008-09-01,0.5,2518.72
2008-09-02,0.5,2458.84
2008-09-03,0.5,2713.1
2008-09-04,0.5,2653.04
2008-09-05,0.5,2552.3
2008-09-06,0.5,2508.26
2008-09-07,0.5,2687.53
2008-09-08,0.5,2713.95
2008-09-10,0.5,11759.83
2008-09-11,0.5,10744.42
2008-09-12,0.5,7909.2
2008-09-13,0.5,7279.34
2008-09-15,0.5,11232.03
2008-09-16,0.5,11689.83
2008-09-17,0.5,12761.82
2008-09-18,0.5,10091.92
2008-09-19,0.5,5887.97
2008-09-20,0.5,9325.67
2008-09-21,0.5,8823.15
2008-09-22,0.5,6807.8
2008-09-23,0.5,6106.55
2008-09-24,0.5,7088.51
2008-09-26,0.5,6590.41
2008-09-27,0.5,5876.51
2008-09-28,0.5,6248.9
2008-09-29,0.5,5681.06
2008-09-30,0.5,5539.13
2008-10-01,0.5,5383.27
2008-10-02,0.5,5457.53
2008-10-03,0.5,5555.33
2008-10-04,0.5,7605.59
2008-10-05,0.5,12020.56
2008-10-06,0.5,12522.66
2008-10-07,0.5,9714.75
2008-10-08,0.5,11296.14
2008-10-09,0.5,12044.45
2008-10-10,0.5,13568.56
2008-10-11,0.5,3990.84
2008-10-12,0.5,4177.34
2008-10-13,0.5,4092.86
2008-10-14,0.5,4371.82
2008-10-15,0.5,4780.57
2008-10-16,0.5,4310.39
2008-10-17,0.5,4472.71
2008-10-18,0.5,3753.51
2008-10-19,0.5,3644.54
2008-10-20,0.5,3808.5
2008-10-21,0.5,4258.61
2008-10-22,0.5,4970.05
2008-10-23,0.5,4869.61
2008-10-25,0.5,5055.61
2008-10-26,0.5,4747.9
2008-10-27,0.5,3902.87
2008-10-28,0.5,3370.83
2008-10-29,0.5,3398.59
2008-10-30,0.5,3280.69
2008-10-31,0.5,3223.54
2008-11-01,0.5,4996.05
2008-11-02,0.5,4568.79
2008-11-03,0.5,4688.61
2008-11-04,0.5,4093.2
2009-04-17,0.5,544.58
2009-04-18,0.5,449.91
2009-04-19,0.5,496.67
2009-04-20,0.5,272.76
2009-04-21,0.5,379.34
2009-04-22,0.5,337.95
2009-04-23,0.5,320.73
2009-04-24,0.5,308.62
2009-04-25,0.5,318.76
2009-04-26,0.5,291.51
2009-04-27,0.5,264.26
2009-04-28,0.5,231.76
2009-04-29,0.5,229.16
2009-04-30,0.5,254.01
2009-05-01,0.5,216.06
2009-05-02,0.5,194.11
2009-05-03,0.5,167.5
2009-05-04,0.5,165.88
2009-05-05,0.5,186.28
2009-05-06,0.5,160.19
2009-05-07,0.5,181.21
2009-05-08,0.5,371.3
2009-05-09,0.5,160.9
2009-05-10,0.5,148.33
2009-05-11,0.5,163.25
2009-05-12,0.5,155.94
2009-05-13,0.5,148.99
2009-05-14,0.5,153.64
2009-05-15,0.5,153.66
2009-05-16,0.5,148.64
2009-05-17,0.5,148.2
2009-05-18,0.5,155.45
2009-05-19,0.5,153.87
2009-05-20,0.5,154.46
2009-05-21,0.5,160.28
2009-05-22,0.5,175.76
2009-05-23,0.5,549.31
2009-05-24,0.5,937.88
2009-05-25,0.5,180.47
2009-05-26,0.5,172.58
2009-05-27,0.5,203.91
2009-05-31,0.5,186.78
2009-06-04,0.5,590.92
2009-06-05,0.5,349.6
2009-06-06,0.5,260.98
2009-06-07,0.5,436.4
2009-06-08,0.5,303.07
2009-06-09,0.5,158.46
2009-06-10,0.5,169.73
2009-06-11,0.5,194.02
2009-06-12,0.5,175.62
2009-06-13,0.5,177.66
2009-06-14,0.5,164.23
2009-06-15,0.5,169.32
2009-06-16,0.5,182.05
2009-06-17,0.5,182.15
2009-06-18,0.5,179.08
2009-06-19,0.5,183.81
2009-06-20,0.5,232.69
2009-06-21,0.5,299.06
2009-06-22,0.5,198.55
2009-06-23,0.5,235.17
2009-06-24,0.5,279.67
2009-06-25,0.5,306.5
2009-06-26,0.5,357.79
2009-06-27,0.5,336.74
2009-06-28,0.5,287.62
2009-06-29,0.5,326.96
2009-06-30,0.5,326.96
2009-07-01,0.5,331.75
2009-07-02,0.5,358.04
2009-07-03,0.5,2256.59
2009-07-04,0.5,4600.75
2009-07-05,0.5,4628.45
2009-07-06,0.5,3384.25
2009-07-07,0.5,682.51
2009-07-08,0.5,496.27
2009-07-09,0.5,494.07
2009-07-10,0.5,541.81
2009-07-11,0.5,601.95
2009-07-12,0.5,696.66
2009-07-13,0.5,745.09
2009-07-14,0.5,364.92
2009-07-15,0.5,502.87
2009-07-16,0.5,507.41
2009-07-17,0.5,560.12
2009-07-18,0.5,712.48
2009-07-19,0.5,819.29
2009-07-20,0.5,999.14
2009-07-21,0.5,357.92
2009-07-22,0.5,484.69
2009-07-23,0.5,496.18
2009-07-24,0.5,701.87
2009-07-25,0.5,509.13
2009-07-26,0.5,657.53
2009-07-27,0.5,932.83
2009-07-28,0.5,865.58
2009-07-29,0.5,1261.6
2009-07-30,0.5,902.49
2009-08-01,0.5,572.39
2009-08-02,0.5,709.85
2009-08-03,0.5,850.36
2009-08-04,0.5,1905.1
2009-08-05,0.5,1480.09
2009-08-06,0.5,2404.44
2009-08-07,0.5,925.47
2009-08-08,0.5,763.94
2009-08-09,0.5,856.45
2009-08-10,0.5,918.71
2009-08-11,0.5,1237.93
2009-08-12,0.5,934.48
2009-08-13,0.5,910.06
2009-08-14,0.5,746.15
2009-08-15,0.5,746.45
2009-08-16,0.5,737.82
2009-08-17,0.5,826.31
2009-08-18,0.5,791.33
2009-08-19,0.5,830.83
2009-08-20,0.5,889.2
2009-08-21,0.5,929.27
2009-08-22,0.5,917.92
2009-08-23,0.5,945.13
2009-08-24,0.5,948.76
2009-08-25,0.5,978.36
2009-08-26,0.5,869.25
2009-08-27,0.5,908.68
2009-08-28,0.5,843.7
2009-08-29,0.5,843.34
2009-08-30,0.5,834.78
2009-08-31,0.5,817.66
2009-09-01,0.5,778.05
2009-09-02,0.5,755.57
2009-09-03,0.5,631.63
2009-09-04,0.5,667.9
2009-09-05,0.5,437.51
2009-09-06,0.5,498.15
2009-09-07,0.5,483.13
2009-09-08,0.5,493.52
2009-09-09,0.5,479.59
2009-09-10,0.5,495.35
2009-09-11,0.5,507.09
2009-09-12,0.5,454.94
2009-09-13,0.5,428.68
2009-09-14,0.5,441.91
2009-09-15,0.5,434.14
2009-09-16,0.5,588.63
2009-09-17,0.5,570.86
2009-09-18,0.5,570.16
2009-09-19,0.5,593.98
2009-09-20,0.5,656.14
2009-09-21,0.5,653.69
2009-09-22,0.5,673.47
2009-09-23,0.5,685.05
2009-09-24,0.5,867.34
2009-09-25,0.5,620.83
2009-09-26,0.5,653.86
2009-09-27,0.5,653.29
2009-09-28,0.5,533.54
2009-09-29,0.5,535.26
2009-09-30,0.5,471.05
2009-10-01,0.5,408.69
2009-10-02,0.5,359.58
2009-10-03,0.5,363.08
2009-10-04,0.5,288.35
2009-10-05,0.5,241.57
2009-10-06,0.5,245.79
2009-10-07,0.5,200.46
2009-10-08,0.5,170.76
2009-10-09,0.5,190.68
2009-10-10,0.5,186.27
2009-10-11,0.5,192.06
2009-10-12,0.5,205.23
2009-10-13,0.5,187.44
2009-10-14,0.5,184.08
2009-10-15,0.5,185.31
2009-10-16,0.5,183.76
2009-10-17,0.5,183.25
2009-10-18,0.5,184.97
2009-10-19,0.5,176.25
2009-10-20,0.5,210.79
2009-10-21,0.5,194.84
2009-10-22,0.5,181.32
2009-10-23,0.5,186.6
2009-10-24,0.5,192.02
2009-10-25,0.5,236.55
2009-10-26,0.5,206.29
2009-10-27,0.5,207.28
2009-10-28,0.5,229.92
2009-10-29,0.5,211.6
2009-10-30,0.5,262.6
2009-10-31,0.5,308.06
2009-11-01,0.5,250.79
2009-11-02,0.5,365.56
2009-11-03,0.5,419.95
2009-11-04,0.5,213.73
2009-11-05,0.5,268.28
2009-11-06,0.5,283.99
2009-11-07,0.5,370.83
2009-11-08,0.5,357.17
2009-11-09,0.5,435.8
2009-11-10,0.5,275.44
2009-11-11,0.5,304.88
2009-11-12,0.5,654.89
2009-11-13,0.5,1011.4
2009-11-14,0.5,645.39
2009-11-15,0.5,686.79
2009-11-16,0.5,938.06
2009-11-17,0.5,1736.47
2009-11-18,0.5,966.5
2009-11-19,0.5,816.66
2009-11-20,0.5,1045.43
2009-11-21,0.5,545.22
2009-11-22,0.5,1240.03
2009-11-23,0.5,857.22
2010-04-09,0.5,3374.13
2010-04-10,0.5,5481.83
2010-04-11,0.5,5266.01
2010-04-12,0.5,7688.33
2010-04-13,0.5,4699.37
2010-04-14,0.5,4918.23
2010-04-15,0.5,5997.78
2010-04-19,0.5,9485.38
2010-04-20,0.5,4451.78
2010-04-21,0.5,5345.77
2010-04-22,0.5,3647.01
2010-04-23,0.5,4972.4
2010-04-24,0.5,3757.33
2010-04-25,0.5,3548.73
2010-04-26,0.5,3010.14
2010-04-27,0.5,2814.89
2010-04-28,0.5,2096.53
2010-04-29,0.5,2545.89
2010-04-30,0.5,2622.18
2010-05-01,0.5,2250.06
2010-05-02,0.5,2225.05
2010-05-03,0.5,1938.2
2010-05-04,0.5,2027.97
2010-05-05,0.5,2245.67
2010-05-06,0.5,2240.98
2010-05-07,0.5,1569.52
2010-05-08,0.5,1269
2010-05-09,0.5,808.36
2010-05-10,0.5,555.24
2010-05-11,0.5,550.14
2010-05-12,0.5,422.41
2010-05-13,0.5,380.59
2010-05-14,0.5,335.37
2010-05-15,0.5,306.27
2010-05-16,0.5,300.27
2010-05-17,0.5,309.21
2010-05-19,0.5,312.16
2010-05-20,0.5,303.39
2010-05-21,0.5,290.41
2010-05-22,0.5,290.03
2010-05-23,0.5,303.85
2010-05-24,0.5,306.02
2010-05-25,0.5,332.95
2010-05-26,0.5,339.49
2010-05-27,0.5,421.4
2010-05-28,0.5,541.93
2010-05-29,0.5,1304.49
2010-05-30,0.5,1220.41
2010-05-31,0.5,1810.68
2010-06-01,0.5,1282.81
2010-06-02,0.5,1228.86
2010-06-03,0.5,1021.63
2010-06-04,0.5,1244.05
2010-06-05,0.5,1464.66
2010-06-06,0.5,1526.47
2010-06-07,0.5,2066.88
2010-06-08,0.5,2120.48
2010-06-09,0.5,2142.39
2010-06-10,0.5,2298.67
2010-06-11,0.5,2072
2010-06-12,0.5,2172.99
2010-06-13,0.5,1977.6
2010-06-14,0.5,1629.38
2010-06-15,0.5,1664.7
2010-06-17,0.5,703.86
2010-06-18,0.5,653.09
2010-06-19,0.5,536.46
2010-06-20,0.5,590.26
2010-06-21,0.5,597.51
2010-06-22,0.5,492.72
2010-06-23,0.5,485.21
2010-06-24,0.5,821.54
2010-06-25,0.5,514.74
2010-06-26,0.5,1559.89
2010-06-27,0.5,829.29
2010-06-28,0.5,605.23
2010-06-29,0.5,855.84
2010-06-30,0.5,703.61
2010-07-01,0.5,953.2
2010-07-02,0.5,1018.39
2010-07-03,0.5,1223.53
2010-07-04,0.5,1275.04
2010-07-05,0.5,1330.65
2010-07-06,0.5,1362.25
2010-07-07,0.5,1434.93
2010-07-08,0.5,1095.49
2010-07-09,0.5,1098.28
2010-07-10,0.5,929.61
2010-07-11,0.5,951.51
2010-07-12,0.5,1124.68
2010-07-13,0.5,870.91
2010-07-14,0.5,948.95
2010-07-15,0.5,920.71
2010-07-16,0.5,1028.61
2010-07-17,0.5,1053.41
2010-07-18,0.5,1003.37
2010-07-19,0.5,1915.39
2010-07-20,0.5,1541.26
2010-07-21,0.5,901.39
2010-07-22,0.5,2641.54
2010-07-23,0.5,1176.33
2010-07-24,0.5,1225.85
2010-07-25,0.5,796.67
2010-07-26,0.5,705.38
2010-07-27,0.5,542.13
2010-07-28,0.5,641.27
2010-07-29,0.5,554.15
2010-07-30,0.5,706.89
2010-07-31,0.5,778.35
2010-08-01,0.5,703.95
2010-08-02,0.5,649.83
2010-08-03,0.5,565.45
2010-08-04,0.5,560.17
2010-08-05,0.5,521.04
2010-08-06,0.5,3028.9
2010-08-07,0.5,565.83
2010-08-08,0.5,603.57
2010-08-09,0.5,595.03
2010-08-10,0.5,564.43
2010-08-11,0.5,593.04
2010-08-12,0.5,694.97
2010-08-13,0.5,571.56
2010-08-14,0.5,624.09
2010-08-15,0.5,584.52
2010-08-16,0.5,625.21
2010-08-17,0.5,732.1
2010-08-18,0.5,686.34
2010-08-19,0.5,635.85
2010-08-20,0.5,594.17
2010-08-21,0.5,623
2010-08-22,0.5,544.55
2010-08-23,0.5,503.74
2010-08-24,0.5,542.99
2010-08-25,0.5,574.71
2010-08-26,0.5,543.87
2010-08-27,0.5,577.04
2010-08-28,0.5,606.18
2010-08-29,0.5,616.16
2010-08-30,0.5,597.35
2010-08-31,0.5,612.87
2010-09-01,0.5,756.53
2010-09-02,0.5,684.78
2010-09-03,0.5,642.35
2010-09-04,0.5,714.65
2010-09-05,0.5,867.65
2010-09-06,0.5,916.99
2010-09-07,0.5,1040.03
2010-09-08,0.5,1088.12
2010-09-09,0.5,1229.92
2010-09-10,0.5,1121.95
2010-09-11,0.5,1248.41
2010-09-12,0.5,1240.09
2010-09-13,0.5,1328.72
2010-09-14,0.5,1166.97
2010-09-15,0.5,1216.4
2010-09-16,0.5,1256.29
2010-09-17,0.5,1160.05
2010-09-18,0.5,1291.41
2010-09-19,0.5,1507.88
2010-09-20,0.5,1325.78
2010-09-21,0.5,1237.54
2010-09-22,0.5,1154.46
2010-09-23,0.5,968.47
2010-09-24,0.5,1000.19
2010-09-25,0.5,1096.88
2010-09-26,0.5,993.9
2010-09-27,0.5,804.32
2010-09-28,0.5,973.48
2010-09-29,0.5,1014.91
2010-09-30,0.5,887.82
2010-10-01,0.5,1051.33
2010-10-02,0.5,947.9
2010-10-18,0.5,676.05
2010-10-19,0.5,626.92
2010-10-20,0.5,667.96
2010-10-21,0.5,768.15
2010-10-22,0.5,771.95
2010-10-23,0.5,805.34
2010-10-24,0.5,831.83
2010-10-25,0.5,871.15
2010-10-26,0.5,807.43
2010-10-27,0.5,867.26
2010-10-28,0.5,885.38
2010-11-02,0.5,1074.42
2010-11-03,0.5,1158.92
2010-11-04,0.5,1257.28
2010-11-05,0.5,1268.52
2010-11-06,0.5,1277.96
2010-11-07,0.5,1138.09
2010-11-08,0.5,1051.09
2010-11-09,0.5,895.16
2010-11-10,0.5,815.04
2010-11-23,0.5,617.41
2010-11-26,0.5,548.76
2010-11-27,0.5,541.02
2010-12-02,0.5,500.94
2011-05-19,0.5,470.76
2011-05-20,0.5,411.34
2011-05-21,0.5,484.87
2011-05-22,0.5,378.9
2011-05-23,0.5,329.29
2011-05-24,0.5,340.03
2011-05-25,0.5,291.24
2011-05-26,0.5,306.6
2011-05-27,0.5,310.69
2011-05-28,0.5,295.92
2011-05-29,0.5,295.4
2011-05-30,0.5,278.87
2011-05-31,0.5,276.08
2011-06-01,0.5,296.81
2011-06-02,0.5,317.52
2011-06-03,0.5,330.58
2011-06-04,0.5,357.91
2011-06-05,0.5,390.95
2011-06-06,0.5,459
2011-06-07,0.5,463
2011-06-08,0.5,532.95
2011-06-09,0.5,467.01
2011-06-10,0.5,381.33
2011-06-11,0.5,343.8
2011-06-12,0.5,326.09
2011-06-13,0.5,336.69
2011-06-14,0.5,333.38
2011-06-15,0.5,362.55
2011-06-16,0.5,327.82
2011-06-17,0.5,376.44
2011-06-18,0.5,401.33
2011-06-19,0.5,397.86
2011-06-20,0.5,404.26
2011-06-21,0.5,346.03
2011-06-22,0.5,351.75
2011-06-23,0.5,376.41
2011-06-24,0.5,392.27
2011-06-25,0.5,407.9
2011-06-26,0.5,364.35
2011-06-27,0.5,317.34
2011-06-28,0.5,474.84
2011-06-29,0.5,364.73
2011-06-30,0.5,373.04
2011-07-01,0.5,854.36
2011-07-02,0.5,689.52
2011-07-03,0.5,787.07
2011-07-04,0.5,1751.5
2011-07-05,0.5,4392.07
2011-07-06,0.5,4604.68
2011-07-07,0.5,4759.51
2011-07-08,0.5,295.76
2011-07-09,0.5,290.54
2011-07-10,0.5,293.89
2011-07-11,0.5,304.51
2011-07-12,0.5,352.36
2011-07-13,0.5,422.04
2011-07-14,0.5,352.11
2011-07-15,0.5,344.68
2011-07-16,0.5,344.63
2011-07-17,0.5,317.02
2011-07-18,0.5,342.76
2011-07-19,0.5,340.35
2011-07-20,0.5,388.79
2011-07-21,0.5,715.95
2011-07-22,0.5,676.98
2011-07-23,0.5,558.67
2011-07-24,0.5,512.54
2011-07-25,0.5,461.69
2011-07-26,0.5,455.27
2011-07-27,0.5,389.07
2011-07-28,0.5,367.48
2011-07-29,0.5,333.49
2011-07-30,0.5,322.21
2011-07-31,0.5,319.26
2011-08-01,0.5,320.95
2011-08-02,0.5,329.07
2011-08-03,0.5,345.71
2011-08-04,0.5,336.74
2011-08-05,0.5,344.73
2011-08-06,0.5,349.03
2011-08-07,0.5,343.76
2011-08-08,0.5,374.78
2011-08-09,0.5,406.13
2011-08-10,0.5,373.92
2011-08-11,0.5,383.04
2011-08-12,0.5,397.86
2011-08-13,0.5,409.88
2011-08-14,0.5,402.74
2011-08-15,0.5,378.25
2011-08-16,0.5,389.47
2011-08-17,0.5,390.14
2011-08-18,0.5,374.36
2011-08-19,0.5,377.83
2011-08-20,0.5,368.03
2011-08-21,0.5,373.39
2011-08-22,0.5,364.99
2011-08-23,0.5,385.6
2011-08-24,0.5,382.02
2011-08-25,0.5,372.29
2011-08-26,0.5,386.46
2011-08-27,0.5,384.67
2011-08-28,0.5,384.48
2011-08-29,0.5,365.56
2011-08-30,0.5,373.41
2011-08-31,0.5,358.41
2011-09-01,0.5,364.49
2011-09-02,0.5,385.9
2011-09-03,0.5,379.89
2011-09-04,0.5,373.29
2011-09-05,0.5,374.5
2011-09-06,0.5,386.59
2011-09-07,0.5,384.19
2011-09-08,0.5,384.2
2011-09-09,0.5,384.57
2011-09-10,0.5,383.99
2011-09-11,0.5,371.22
2011-09-12,0.5,391.05
2011-09-13,0.5,394.3
2011-09-14,0.5,419.73
2011-09-15,0.5,433.05
2011-09-16,0.5,419.24
2011-09-17,0.5,407.96
2011-09-18,0.5,396.09
2011-09-19,0.5,396.92
2011-09-20,0.5,399.76
2011-09-21,0.5,397.27
2011-09-22,0.5,419.24
2011-09-23,0.5,427.45
2011-09-24,0.5,416.65
2011-09-25,0.5,409.03
2011-09-26,0.5,388.12
2011-09-27,0.5,394.27
2011-09-28,0.5,424.22
2011-09-29,0.5,429.87
2011-09-30,0.5,414.29
2011-10-01,0.5,452.97
2011-10-02,0.5,467.8
2011-10-03,0.5,520.2
2011-10-04,0.5,577.82
2011-10-05,0.5,691.01
2011-10-06,0.5,524.99
2011-10-07,0.5,477.25
2011-10-08,0.5,851.36
2011-10-09,0.5,994.19
2011-10-10,0.5,1006.69
