# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2017-10-04 01:25:47 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 05427948 PHEASANT BRANCH AT MIDDLETON, WI
# -----------------------------------------------------------------------------------
#
# Data provided for site 05427948
#            TS   parameter     statistic     Description
#        154983       00060     00003     Discharge, cubic feet per second (Mean)
#        154986       00671     00003     Orthophosphate, water, filtered, milligrams per liter as phosphorus (Mean)
#        154988       00665     00003     Phosphorus, water, unfiltered, milligrams per liter as phosphorus (Mean)
#        154990       00095     00001     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Maximum)
#        154991       00095     00002     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Minimum)
#        154992       00095     00003     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Mean)
#        154993       00045     00006     Precipitation, total, inches (Sum)
#        154994       00010     00001     Temperature, water, degrees Celsius (Maximum)
#        154995       00010     00002     Temperature, water, degrees Celsius (Minimum)
#        154996       00010     00003     Temperature, water, degrees Celsius (Mean)
#        154997       00631     00003     Nitrate plus nitrite, water, filtered, milligrams per liter as nitrogen (Mean)
#        154999       00625     00003     Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (Mean)
#        155001       00608     00003     Ammonia (NH3 + NH4+), water, filtered, milligrams per liter as nitrogen (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	154983_00060_00003	154983_00060_00003_cd	154986_00671_00003	154986_00671_00003_cd	154988_00665_00003	154988_00665_00003_cd	154990_00095_00001	154990_00095_00001_cd	154991_00095_00002	154991_00095_00002_cd	154992_00095_00003	154992_00095_00003_cd	154993_00045_00006	154993_00045_00006_cd	154994_00010_00001	154994_00010_00001_cd	154995_00010_00002	154995_00010_00002_cd	154996_00010_00003	154996_00010_00003_cd	154997_00631_00003	154997_00631_00003_cd	154999_00625_00003	154999_00625_00003_cd	155001_00608_00003	155001_00608_00003_cd
USGS	05427948	2003-02-10	1.50	A:e			0.0580	A																				
USGS	05427948	2003-02-11	1.49	A			0.0580	A																				
USGS	05427948	2003-02-12	1.52	A			0.0580	A																				
USGS	05427948	2003-02-13	1.48	A			0.0580	A																				
USGS	05427948	2003-02-14	1.42	A			0.0580	A																				
USGS	05427948	2003-02-15	1.36	A			0.0590	A																				
USGS	05427948	2003-02-16	1.35	A			0.0590	A																				
USGS	05427948	2003-02-17	1.42	A			0.0600	A																				
USGS	05427948	2003-02-18	1.46	A			0.0600	A																				
USGS	05427948	2003-02-19	1.44	A			0.0610	A																				
USGS	05427948	2003-02-20	1.61	A			0.0610	A																				
USGS	05427948	2003-02-21	2.37	A			0.0610	A																				
USGS	05427948	2003-02-22	4.11	A			0.0620	A																				
USGS	05427948	2003-02-23	4.03	A			0.0620	A																				
USGS	05427948	2003-02-24	2.78	A			0.0630	A																				
USGS	05427948	2003-02-25	1.42	A			0.0630	A																				
USGS	05427948	2003-02-26	1.40	A			0.0640	A																				
USGS	05427948	2003-02-27	1.46	A			0.0640	A																				
USGS	05427948	2003-02-28	1.38	A			0.0640	A																				
USGS	05427948	2003-03-01	1.44	A			0.0650	A																				
USGS	05427948	2003-03-02	1.40	A:e			0.0650	A																				
USGS	05427948	2003-03-03	1.44	A			0.0660	A																				
USGS	05427948	2003-03-04	1.35	A			0.0660	A																				
USGS	05427948	2003-03-05	1.54	A			0.0670	A																				
USGS	05427948	2003-03-06	1.56	A			0.0670	A																				
USGS	05427948	2003-03-07	1.48	A			0.0680	A																				
USGS	05427948	2003-03-08	1.45	A			0.0680	A																				
USGS	05427948	2003-03-09	1.38	A			0.0690	A																				
USGS	05427948	2003-03-10	1.37	A			0.0690	A																				
USGS	05427948	2003-03-11	1.49	A			0.0700	A																				
USGS	05427948	2003-03-12	1.57	A			0.0700	A																				
USGS	05427948	2003-03-13	1.69	A			0.0700	A																				
USGS	05427948	2003-03-14	4.29	A			0.163	A																				
USGS	05427948	2003-03-15	16.9	A			1.52	A																				
USGS	05427948	2003-03-16	10.7	A			1.36	A																				
USGS	05427948	2003-03-17	5.63	A			1.00	A																				
USGS	05427948	2003-03-18	3.81	A			0.521	A																				
USGS	05427948	2003-03-19	3.35	A			0.281	A																				
USGS	05427948	2003-03-20	3.78	A			0.220	A																				
USGS	05427948	2003-03-21	3.48	A			0.184	A																				
USGS	05427948	2003-03-22	2.96	A			0.154	A																				
USGS	05427948	2003-03-23	2.47	A			0.129	A																				
USGS	05427948	2003-03-24	2.24	A			0.107	A																				
USGS	05427948	2003-03-25	2.19	A			0.0900	A																				
USGS	05427948	2003-03-26	2.03	A			0.0840	A																				
USGS	05427948	2003-03-27	2.12	A			0.0840	A																				
USGS	05427948	2003-03-28	4.45	A			0.0840	A																				
USGS	05427948	2003-03-29	4.76	A			0.0840	A																				
USGS	05427948	2003-03-30	3.51	A			0.0840	A																				
USGS	05427948	2003-03-31	3.05	A			0.0840	A																				
USGS	05427948	2003-04-01	2.73	A			0.0840	A																				
USGS	05427948	2003-04-02	2.61	A			0.0830	A																				
USGS	05427948	2003-04-03	2.71	A			0.0830	A																				
USGS	05427948	2003-04-04	3.55	A			0.0830	A																				
USGS	05427948	2003-04-05	3.37	A			0.0830	A																				
USGS	05427948	2003-04-06	3.17	A			0.0830	A																				
USGS	05427948	2003-04-07	2.89	A			0.0830	A																				
USGS	05427948	2003-04-08	3.04	A			0.0830	A																				
USGS	05427948	2003-04-09	3.22	A			0.0830	A																				
USGS	05427948	2003-04-10	3.39	A			0.0830	A																				
USGS	05427948	2003-04-11	3.67	A			0.0830	A																				
USGS	05427948	2003-04-12	3.26	A			0.0820	A																				
USGS	05427948	2003-04-13	3.02	A			0.0820	A																				
USGS	05427948	2003-04-14	2.89	A			0.0820	A																				
USGS	05427948	2003-04-15	3.37	A			0.0820	A																				
USGS	05427948	2003-04-16	3.23	A			0.0820	A																				
USGS	05427948	2003-04-17	3.10	A			0.0820	A																				
USGS	05427948	2003-04-18	3.19	A			0.0820	A																				
USGS	05427948	2003-04-19	3.80	A:e			0.0820	A																				
USGS	05427948	2003-04-20	4.20	A:e			0.0820	A																				
USGS	05427948	2003-04-21	3.70	A:e			0.0820	A																				
USGS	05427948	2003-04-22	2.46	A			0.0810	A																				
USGS	05427948	2003-04-23	2.25	A			0.0810	A																				
USGS	05427948	2003-04-24	1.91	A			0.0810	A																				
USGS	05427948	2003-04-25	1.80	A			0.0810	A																				
USGS	05427948	2003-04-26	1.66	A			0.0810	A																				
USGS	05427948	2003-04-27	1.54	A			0.0810	A																				
USGS	05427948	2003-04-28	1.54	A			0.0810	A																				
USGS	05427948	2003-04-29	1.54	A			0.0810	A																				
USGS	05427948	2003-04-30	10.2	A			0.278	A																				
USGS	05427948	2003-05-01	54.3	A			0.660	A																				
USGS	05427948	2003-05-02	11.0	A			0.668	A																				
USGS	05427948	2003-05-03	5.59	A			0.530	A																				
USGS	05427948	2003-05-04	4.16	A			0.339	A																				
USGS	05427948	2003-05-05	11.1	A			0.248	A																				
USGS	05427948	2003-05-06	7.89	A			0.194	A																				
USGS	05427948	2003-05-07	10.6	A			0.244	A																				
USGS	05427948	2003-05-08	8.83	A			0.205	A																				
USGS	05427948	2003-05-09	18.2	A			0.251	A																				
USGS	05427948	2003-05-10	8.56	A			0.268	A																				
USGS	05427948	2003-05-11	17.0	A			0.259	A																				
USGS	05427948	2003-05-12	12.1	A			0.203	A																				
USGS	05427948	2003-05-13	6.54	A			0.214	A																				
USGS	05427948	2003-05-14	7.09	A			0.194	A																				
USGS	05427948	2003-05-15	6.78	A			0.168	A																				
USGS	05427948	2003-05-16	5.19	A			0.146	A																				
USGS	05427948	2003-05-17	4.28	A			0.127	A																				
USGS	05427948	2003-05-18	3.83	A			0.115	A																				
USGS	05427948	2003-05-19	4.46	A			0.153	A																				
USGS	05427948	2003-05-20	6.20	A			0.134	A																				
USGS	05427948	2003-05-21	4.37	A			0.0910	A																				
USGS	05427948	2003-05-22	3.50	A			0.0850	A																				
USGS	05427948	2003-05-23	3.10	A			0.0800	A																				
USGS	05427948	2003-05-24	2.78	A			0.0750	A																				
USGS	05427948	2003-05-25	2.45	A			0.0700	A																				
USGS	05427948	2003-05-26	2.08	A			0.0660	A																				
USGS	05427948	2003-05-27	2.06	A			0.0640	A																				
USGS	05427948	2003-05-28	2.34	A			0.0890	A																				
USGS	05427948	2003-05-29	3.79	A			0.126	A																				
USGS	05427948	2003-05-30	4.56	A			0.162	A																				
USGS	05427948	2003-05-31	4.03	A			0.163	A																				
USGS	05427948	2003-06-01	3.26	A			0.149	A																				
USGS	05427948	2003-06-02	2.54	A			0.136	A																				
USGS	05427948	2003-06-03	1.95	A			0.124	A																				
USGS	05427948	2003-06-04	1.99	A			0.118	A																				
USGS	05427948	2003-06-05	2.00	A			0.116	A																				
USGS	05427948	2003-06-06	2.24	A			0.115	A																				
USGS	05427948	2003-06-07	2.53	A			0.113	A																				
USGS	05427948	2003-06-08	2.85	A			0.111	A																				
USGS	05427948	2003-06-09	3.58	A			0.109	A																				
USGS	05427948	2003-06-10	2.94	A			0.107	A																				
USGS	05427948	2003-06-11	2.35	A			0.106	A																				
USGS	05427948	2003-06-12	2.04	A			0.104	A																				
USGS	05427948	2003-06-13	1.98	A			0.102	A																				
USGS	05427948	2003-06-14	1.93	A			0.101	A																				
USGS	05427948	2003-06-15	1.72	A			0.0990	A																				
USGS	05427948	2003-06-16	1.62	A			0.0970	A																				
USGS	05427948	2003-06-17	1.56	A			0.0960	A																				
USGS	05427948	2003-06-18	1.50	A			0.0940	A																				
USGS	05427948	2003-06-19	1.18	A			0.0930	A																				
USGS	05427948	2003-06-20	1.59	A			0.0910	A																				
USGS	05427948	2003-06-21	1.43	A			0.0900	A																				
USGS	05427948	2003-06-22	1.20	A			0.0890	A																				
USGS	05427948	2003-06-23	1.25	A			0.0870	A																				
USGS	05427948	2003-06-24	1.88	A			0.0860	A																				
USGS	05427948	2003-06-25	1.80	A			0.0840	A																				
USGS	05427948	2003-06-26	1.83	A			0.0830	A																				
USGS	05427948	2003-06-27	1.54	A			0.101	A																				
USGS	05427948	2003-06-28	5.73	A			0.139	A																				
USGS	05427948	2003-06-29	7.77	A			0.110	A																				
USGS	05427948	2003-06-30	4.13	A			0.0940	A																				
USGS	05427948	2003-07-01	2.84	A			0.0710	A																				
USGS	05427948	2003-07-02	2.05	A			0.0540	A																				
USGS	05427948	2003-07-03	1.81	A			0.0420	A																				
USGS	05427948	2003-07-04	2.04	A			0.0550	A																				
USGS	05427948	2003-07-05	3.62	A			0.0900	A																				
USGS	05427948	2003-07-06	12.6	A			0.185	A																				
USGS	05427948	2003-07-07	14.6	A			0.254	A																				
USGS	05427948	2003-07-08	8.46	A			0.197	A																				
USGS	05427948	2003-07-09	5.30	A			0.146	A																				
USGS	05427948	2003-07-10	3.73	A			0.127	A																				
USGS	05427948	2003-07-11	2.78	A			0.111	A																				
USGS	05427948	2003-07-12	1.99	A			0.0970	A																				
USGS	05427948	2003-07-13	1.63	A			0.0870	A																				
USGS	05427948	2003-07-14	1.44	A			0.0990	A																				
USGS	05427948	2003-07-15	28.3	A			0.383	A																				
USGS	05427948	2003-07-16	11.3	A			0.311	A																				
USGS	05427948	2003-07-17	4.72	A			0.250	A																				
USGS	05427948	2003-07-18	2.93	A			0.213	A																				
USGS	05427948	2003-07-19	2.08	A			0.182	A																				
USGS	05427948	2003-07-20	1.80	A			0.155	A																				
USGS	05427948	2003-07-21	3.28	A			0.133	A																				
USGS	05427948	2003-07-22	3.78	A			0.126	A																				
USGS	05427948	2003-07-23	2.63	A			0.122	A																				
USGS	05427948	2003-07-24	1.86	A			0.118	A																				
USGS	05427948	2003-07-25	1.55	A			0.114	A																				
USGS	05427948	2003-07-26	1.34	A			0.111	A																				
USGS	05427948	2003-07-27	1.18	A			0.107	A																				
USGS	05427948	2003-07-28	1.22	A			0.103	A																				
USGS	05427948	2003-07-29	1.45	A			0.100	A																				
USGS	05427948	2003-07-30	1.35	A			0.0990	A																				
USGS	05427948	2003-07-31	1.34	A			0.0980	A																				
USGS	05427948	2003-08-01	1.27	A			0.0980	A																				
USGS	05427948	2003-08-02	1.19	A			0.0970	A																				
USGS	05427948	2003-08-03	1.16	A			0.0960	A																				
USGS	05427948	2003-08-04	1.18	A			0.0950	A																				
USGS	05427948	2003-08-05	1.16	A			0.0940	A																				
USGS	05427948	2003-08-06	1.07	A			0.0940	A																				
USGS	05427948	2003-08-07	1.24	A			0.0930	A																				
USGS	05427948	2003-08-08	0.96	A			0.0920	A																				
USGS	05427948	2003-08-09	0.89	A			0.0910	A																				
USGS	05427948	2003-08-10	0.87	A			0.0900	A																				
USGS	05427948	2003-08-11	0.94	A			0.0900	A																				
USGS	05427948	2003-08-12	0.97	A			0.0890	A																				
USGS	05427948	2003-08-13	0.98	A			0.0880	A																				
USGS	05427948	2003-08-14	1.00	A			0.0870	A																				
USGS	05427948	2003-08-15	0.95	A			0.0870	A																				
USGS	05427948	2003-08-16	0.85	A			0.0860	A																				
USGS	05427948	2003-08-17	0.73	A			0.0850	A																				
USGS	05427948	2003-08-18	0.81	A			0.0840	A																				
USGS	05427948	2003-08-19	0.85	A			0.0840	A																				
USGS	05427948	2003-08-20	0.90	A			0.0830	A																				
USGS	05427948	2003-08-21	1.23	A			0.0830	A																				
USGS	05427948	2003-08-22	0.97	A			0.0830	A																				
USGS	05427948	2003-08-23	0.68	A			0.0830	A																				
USGS	05427948	2003-08-24	0.60	A			0.0820	A																				
USGS	05427948	2003-08-25	0.69	A			0.0820	A																				
USGS	05427948	2003-08-26	0.81	A			0.0820	A																				
USGS	05427948	2003-08-27	0.68	A			0.0820	A																				
USGS	05427948	2003-08-28	0.54	A			0.0820	A																				
USGS	05427948	2003-08-29	1.01	A			0.0820	A																				
USGS	05427948	2003-08-30	0.74	A			0.0820	A																				
USGS	05427948	2003-08-31	0.62	A			0.0810	A																				
USGS	05427948	2003-09-01	0.60	A			0.0810	A																				
USGS	05427948	2003-09-02	0.68	A			0.0810	A																				
USGS	05427948	2003-09-03	0.80	A			0.0810	A																				
USGS	05427948	2003-09-04	0.81	A			0.0810	A																				
USGS	05427948	2003-09-05	0.77	A			0.0810	A																				
USGS	05427948	2003-09-06	0.64	A			0.0810	A																				
USGS	05427948	2003-09-07	0.66	A			0.0800	A																				
USGS	05427948	2003-09-08	0.80	A			0.0800	A																				
USGS	05427948	2003-09-09	0.76	A			0.0800	A																				
USGS	05427948	2003-09-10	0.76	A			0.0800	A																				
USGS	05427948	2003-09-11	0.75	A			0.0800	A																				
USGS	05427948	2003-09-12	1.90	A			0.0920	A																				
USGS	05427948	2003-09-13	15.7	A			0.246	A																				
USGS	05427948	2003-09-14	59.3	A			0.411	A																				
USGS	05427948	2003-09-15	14.4	A			0.312	A																				
USGS	05427948	2003-09-16	6.19	A			0.312	A																				
USGS	05427948	2003-09-17	3.92	A			0.252	A																				
USGS	05427948	2003-09-18	2.74	A			0.201	A																				
USGS	05427948	2003-09-19	2.20	A			0.161	A																				
USGS	05427948	2003-09-20	1.58	A			0.130	A																				
USGS	05427948	2003-09-21	1.22	A			0.120	A																				
USGS	05427948	2003-09-22	1.35	A			0.114	A																				
USGS	05427948	2003-09-23	1.68	A			0.108	A																				
USGS	05427948	2003-09-24	1.59	A			0.103	A																				
USGS	05427948	2003-09-25	1.22	A			0.0980	A																				
USGS	05427948	2003-09-26	0.92	A			0.0930	A																				
USGS	05427948	2003-09-27	0.83	A			0.0930	A																				
USGS	05427948	2003-09-28	0.84	A			0.0920	A																				
USGS	05427948	2003-09-29	0.90	A			0.0920	A																				
USGS	05427948	2003-09-30	1.00	A			0.0920	A																				
USGS	05427948	2003-10-01	1.12	A			0.0880	A																				
USGS	05427948	2003-10-02	1.18	A			0.0880	A																				
USGS	05427948	2003-10-03	1.64	A			0.0890	A																				
USGS	05427948	2003-10-04	1.97	A			0.0890	A																				
USGS	05427948	2003-10-05	1.74	A			0.0890	A																				
USGS	05427948	2003-10-06	1.79	A			0.0890	A																				
USGS	05427948	2003-10-07	1.57	A			0.0890	A																				
USGS	05427948	2003-10-08	0.65	A			0.0890	A																				
USGS	05427948	2003-10-09	0.78	A			0.0890	A																				
USGS	05427948	2003-10-10	0.77	A			0.0900	A																				
USGS	05427948	2003-10-11	0.76	A			0.0900	A																				
USGS	05427948	2003-10-12	1.29	A			0.0900	A																				
USGS	05427948	2003-10-13	1.18	A			0.0900	A																				
USGS	05427948	2003-10-14	4.57	A			0.0900	A																				
USGS	05427948	2003-10-15	3.78	A			0.0900	A																				
USGS	05427948	2003-10-16	2.66	A			0.0900	A																				
USGS	05427948	2003-10-17	2.05	A			0.0910	A																				
USGS	05427948	2003-10-18	1.62	A			0.0910	A																				
USGS	05427948	2003-10-19	1.44	A			0.0910	A																				
USGS	05427948	2003-10-20	1.49	A			0.0910	A																				
USGS	05427948	2003-10-21	1.47	A			0.0910	A																				
USGS	05427948	2003-10-22	1.39	A			0.0910	A																				
USGS	05427948	2003-10-23	1.37	A			0.0910	A																				
USGS	05427948	2003-10-24	2.21	A			0.0920	A																				
USGS	05427948	2003-10-25	3.22	A			0.0920	A																				
USGS	05427948	2003-10-26	2.45	A			0.0920	A																				
USGS	05427948	2003-10-27	1.97	A			0.0920	A																				
USGS	05427948	2003-10-28	1.58	A			0.0920	A																				
USGS	05427948	2003-10-29	1.51	A			0.0920	A																				
USGS	05427948	2003-10-30	1.40	A			0.0920	A																				
USGS	05427948	2003-10-31	1.51	A			0.0930	A																				
USGS	05427948	2003-11-01	1.84	A			0.0970	A																				
USGS	05427948	2003-11-02	20.1	A			0.165	A																				
USGS	05427948	2003-11-03	52.4	A			0.271	A																				
USGS	05427948	2003-11-04	265	A			0.855	A																				
USGS	05427948	2003-11-05	35.9	A			0.712	A																				
USGS	05427948	2003-11-06	11.9	A			0.611	A																				
USGS	05427948	2003-11-07	6.46	A			0.506	A																				
USGS	05427948	2003-11-08	4.50	A			0.420	A																				
USGS	05427948	2003-11-09	3.63	A			0.348	A																				
USGS	05427948	2003-11-10	3.27	A			0.284	A																				
USGS	05427948	2003-11-11	2.97	A			0.208	A																				
USGS	05427948	2003-11-12	2.82	A			0.148	A																				
USGS	05427948	2003-11-13	2.25	A			0.105	A																				
USGS	05427948	2003-11-14	2.00	A			0.0840	A																				
USGS	05427948	2003-11-15	1.93	A			0.0830	A																				
USGS	05427948	2003-11-16	1.86	A			0.0820	A																				
USGS	05427948	2003-11-17	1.88	A			0.0810	A																				
USGS	05427948	2003-11-18	3.72	A			0.0800	A																				
USGS	05427948	2003-11-19	3.37	A			0.0790	A																				
USGS	05427948	2003-11-20	2.89	A			0.0780	A																				
USGS	05427948	2003-11-21	2.34	A			0.0770	A																				
USGS	05427948	2003-11-22	1.87	A			0.0790	A																				
USGS	05427948	2003-11-23	126	A			0.524	A																				
USGS	05427948	2003-11-24	32.0	A			0.631	A																				
USGS	05427948	2003-11-25	9.27	A			0.562	A																				
USGS	05427948	2003-11-26	5.76	A			0.472	A																				
USGS	05427948	2003-11-27	4.16	A			0.300	A																				
USGS	05427948	2003-11-28	3.54	A			0.182	A																				
USGS	05427948	2003-11-29	2.98	A			0.110	A																				
USGS	05427948	2003-11-30	2.89	A			0.0800	A																				
USGS	05427948	2003-12-01	2.64	A			0.0800	A																				
USGS	05427948	2003-12-02	2.28	A			0.0800	A																				
USGS	05427948	2003-12-03	2.07	A			0.0810	A																				
USGS	05427948	2003-12-04	2.03	A			0.0810	A																				
USGS	05427948	2003-12-05	2.21	A			0.0810	A																				
USGS	05427948	2003-12-06	2.10	A			0.0810	A																				
USGS	05427948	2003-12-07	1.97	A			0.0820	A																				
USGS	05427948	2003-12-08	1.96	A			0.0820	A																				
USGS	05427948	2003-12-09	2.90	A			0.0980	A																				
USGS	05427948	2003-12-10	54.7	A			0.266	A																				
USGS	05427948	2003-12-11	20.6	A			0.328	A																				
USGS	05427948	2003-12-12	6.34	A			0.320	A																				
USGS	05427948	2003-12-13	3.79	A			0.311	A																				
USGS	05427948	2003-12-14	3.16	A			0.303	A																				
USGS	05427948	2003-12-15	2.85	A			0.289	A																				
USGS	05427948	2003-12-16	3.19	A			0.254	A																				
USGS	05427948	2003-12-17	2.86	A			0.221	A																				
USGS	05427948	2003-12-18	2.32	A			0.192	A																				
USGS	05427948	2003-12-19	2.00	A			0.167	A																				
USGS	05427948	2003-12-20	1.75	A			0.145	A																				
USGS	05427948	2003-12-21	1.74	A			0.126	A																				
USGS	05427948	2003-12-22	1.89	A			0.109	A																				
USGS	05427948	2003-12-23	1.85	A			0.0950	A																				
USGS	05427948	2003-12-24	1.69	A			0.0830	A																				
USGS	05427948	2003-12-25	1.56	A			0.0800	A																				
USGS	05427948	2003-12-26	1.47	A			0.0800	A																				
USGS	05427948	2003-12-27	1.66	A			0.0810	A																				
USGS	05427948	2003-12-28	5.48	A			0.0810	A																				
USGS	05427948	2003-12-29	3.62	A			0.0810	A																				
USGS	05427948	2003-12-30	2.77	A			0.0810	A																				
USGS	05427948	2003-12-31	2.24	A			0.0820	A																				
USGS	05427948	2004-01-01	1.93	A			0.0820	A																				
USGS	05427948	2004-01-02	1.86	A			0.0820	A																				
USGS	05427948	2004-01-03	1.90	A			0.0830	A																				
USGS	05427948	2004-01-04	1.69	A			0.0830	A																				
USGS	05427948	2004-01-05	1.61	A			0.0830	A																				
USGS	05427948	2004-01-06	1.41	A			0.0830	A																				
USGS	05427948	2004-01-07	1.30	A			0.0840	A																				
USGS	05427948	2004-01-08	1.30	A			0.0840	A																				
USGS	05427948	2004-01-09	1.29	A			0.0840	A																				
USGS	05427948	2004-01-10	1.28	A			0.0840	A																				
USGS	05427948	2004-01-11	1.31	A			0.0850	A																				
USGS	05427948	2004-01-12	1.38	A			0.0850	A																				
USGS	05427948	2004-01-13	1.42	A			0.0840	A																				
USGS	05427948	2004-01-14	1.38	A			0.0830	A																				
