# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2017-10-04 01:16:26 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 05427718 YAHARA RIVER AT WINDSOR, WI
# -----------------------------------------------------------------------------------
#
# Data provided for site 05427718
#            TS   parameter     statistic     Description
#        154887       00060     00003     Discharge, cubic feet per second (Mean)
#        154888       00665     00003     Phosphorus, water, unfiltered, milligrams per liter as phosphorus (Mean)
#        154892       00671     00003     Orthophosphate, water, filtered, milligrams per liter as phosphorus (Mean)
#        154894       00625     00003     Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen (Mean)
#        154896       00608     00003     Ammonia (NH3 + NH4+), water, filtered, milligrams per liter as nitrogen (Mean)
#        154898       00631     00003     Nitrate plus nitrite, water, filtered, milligrams per liter as nitrogen (Mean)
#        154900       00010     00001     Temperature, water, degrees Celsius (Maximum)
#        154901       00010     00002     Temperature, water, degrees Celsius (Minimum)
#        154902       00010     00003     Temperature, water, degrees Celsius (Mean)
#        154903       00045     00006     Precipitation, total, inches (Sum)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	154887_00060_00003	154887_00060_00003_cd	154888_00665_00003	154888_00665_00003_cd	154892_00671_00003	154892_00671_00003_cd	154894_00625_00003	154894_00625_00003_cd	154896_00608_00003	154896_00608_00003_cd	154898_00631_00003	154898_00631_00003_cd	154900_00010_00001	154900_00010_00001_cd	154901_00010_00002	154901_00010_00002_cd	154902_00010_00003	154902_00010_00003_cd	154903_00045_00006	154903_00045_00006_cd
USGS	05427718	2003-02-25	14.0	A:e	0.0400	A																
USGS	05427718	2003-02-26	14.5	A	0.0400	A																
USGS	05427718	2003-02-27	14.1	A	0.0410	A																
USGS	05427718	2003-02-28	13.5	A	0.0410	A																
USGS	05427718	2003-03-01	13.5	A	0.0420	A																
USGS	05427718	2003-03-02	13.5	A	0.0420	A																
USGS	05427718	2003-03-03	13.7	A	0.0430	A																
USGS	05427718	2003-03-04	13.7	A	0.0430	A																
USGS	05427718	2003-03-05	14.0	A:e	0.0440	A																
USGS	05427718	2003-03-06	13.4	A	0.0450	A																
USGS	05427718	2003-03-07	13.3	A	0.0450	A																
USGS	05427718	2003-03-08	13.2	A	0.0460	A																
USGS	05427718	2003-03-09	13.3	A	0.0460	A																
USGS	05427718	2003-03-10	13.0	A:e	0.0470	A																
USGS	05427718	2003-03-11	14.2	A	0.0480	A																
USGS	05427718	2003-03-12	13.7	A	0.0480	A																
USGS	05427718	2003-03-13	13.6	A	0.0490	A																
USGS	05427718	2003-03-14	22.4	A	0.332	A																
USGS	05427718	2003-03-15	24.0	A	0.798	A																
USGS	05427718	2003-03-16	20.3	A	0.567	A																
USGS	05427718	2003-03-17	17.8	A	0.275	A																
USGS	05427718	2003-03-18	17.0	A	0.143	A																
USGS	05427718	2003-03-19	16.3	A	0.103	A																
USGS	05427718	2003-03-20	17.5	A	0.0760	A																
USGS	05427718	2003-03-21	17.2	A	0.0620	A																
USGS	05427718	2003-03-22	16.7	A	0.0590	A																
USGS	05427718	2003-03-23	15.9	A	0.0570	A																
USGS	05427718	2003-03-24	15.9	A	0.0550	A																
USGS	05427718	2003-03-25	15.7	A	0.0530	A																
USGS	05427718	2003-03-26	15.4	A	0.0510	A																
USGS	05427718	2003-03-27	15.9	A	0.0520	A																
USGS	05427718	2003-03-28	21.1	A	0.100	A																
USGS	05427718	2003-03-29	20.3	A	0.137	A																
USGS	05427718	2003-03-30	17.3	A	0.0990	A																
USGS	05427718	2003-03-31	16.3	A	0.0720	A																
USGS	05427718	2003-04-01	16.2	A	0.0640	A																
USGS	05427718	2003-04-02	16.1	A	0.0590	A																
USGS	05427718	2003-04-03	15.8	A	0.0540	A																
USGS	05427718	2003-04-04	16.6	A	0.0520	A																
USGS	05427718	2003-04-05	16.3	A	0.0520	A																
USGS	05427718	2003-04-06	15.9	A	0.0520	A																
USGS	05427718	2003-04-07	15.9	A	0.0520	A																
USGS	05427718	2003-04-08	16.0	A	0.0520	A																
USGS	05427718	2003-04-09	16.5	A	0.0520	A																
USGS	05427718	2003-04-10	17.7	A	0.0520	A																
USGS	05427718	2003-04-11	17.9	A	0.0520	A																
USGS	05427718	2003-04-12	17.2	A	0.0520	A																
USGS	05427718	2003-04-13	16.7	A	0.0530	A																
USGS	05427718	2003-04-14	16.4	A	0.0530	A																
USGS	05427718	2003-04-15	16.5	A	0.0530	A																
USGS	05427718	2003-04-16	16.5	A	0.0530	A																
USGS	05427718	2003-04-17	16.1	A	0.0530	A																
USGS	05427718	2003-04-18	15.8	A	0.0530	A																
USGS	05427718	2003-04-19	16.4	A	0.0660	A																
USGS	05427718	2003-04-20	18.4	A	0.0870	A																
USGS	05427718	2003-04-21	17.9	A	0.0730	A																
USGS	05427718	2003-04-22	16.6	A	0.0660	A																
USGS	05427718	2003-04-23	15.8	A	0.0590	A																
USGS	05427718	2003-04-24	15.4	A	0.0540	A																
USGS	05427718	2003-04-25	15.1	A	0.0540	A																
USGS	05427718	2003-04-26	14.9	A	0.0530	A																
USGS	05427718	2003-04-27	14.9	A	0.0530	A																
USGS	05427718	2003-04-28	14.7	A	0.0530	A																
USGS	05427718	2003-04-29	14.7	A	0.0520	A																
USGS	05427718	2003-04-30	18.4	A	0.101	A																
USGS	05427718	2003-05-01	51.7	A	0.355	A																
USGS	05427718	2003-05-02	24.8	A	0.132	A																
USGS	05427718	2003-05-03	19.0	A	0.0910	A																
USGS	05427718	2003-05-04	17.4	A	0.0720	A																
USGS	05427718	2003-05-05	23.6	A	0.120	A																
USGS	05427718	2003-05-06	21.3	A	0.103	A																
USGS	05427718	2003-05-07	23.2	A	0.106	A																
USGS	05427718	2003-05-08	21.3	A	0.0830	A																
USGS	05427718	2003-05-09	32.6	A	0.156	A																
USGS	05427718	2003-05-10	24.1	A	0.117	A																
USGS	05427718	2003-05-11	47.4	A	0.273	A																
USGS	05427718	2003-05-12	43.2	A	0.245	A																
USGS	05427718	2003-05-13	25.1	A	0.176	A																
USGS	05427718	2003-05-14	23.6	A	0.139	A																
USGS	05427718	2003-05-15	23.5	A	0.133	A																
USGS	05427718	2003-05-16	20.6	A	0.128	A																
USGS	05427718	2003-05-17	19.3	A	0.123	A																
USGS	05427718	2003-05-18	18.5	A	0.118	A																
USGS	05427718	2003-05-19	18.5	A	0.114	A																
USGS	05427718	2003-05-20	21.5	A	0.147	A																
USGS	05427718	2003-05-21	18.3	A	0.124	A																
USGS	05427718	2003-05-22	17.4	A	0.110	A																
USGS	05427718	2003-05-23	16.8	A	0.108	A																
USGS	05427718	2003-05-24	16.1	A	0.106	A																
USGS	05427718	2003-05-25	15.7	A	0.104	A																
USGS	05427718	2003-05-26	15.0	A:e	0.102	A																
USGS	05427718	2003-05-27	14.6	A	0.100	A																
USGS	05427718	2003-05-28	15.4	A	0.0980	A																
USGS	05427718	2003-05-29	15.5	A	0.0980	A																
USGS	05427718	2003-05-30	14.7	A	0.0980	A																
USGS	05427718	2003-05-31	14.4	A	0.0970	A																
USGS	05427718	2003-06-01	14.1	A	0.0970	A																
USGS	05427718	2003-06-02	13.7	A	0.0970	A																
USGS	05427718	2003-06-03	13.7	A	0.0970	A																
USGS	05427718	2003-06-04	13.9	A	0.0960	A																
USGS	05427718	2003-06-05	13.5	A	0.0960	A																
USGS	05427718	2003-06-06	14.0	A	0.0960	A																
USGS	05427718	2003-06-07	14.5	A	0.0960	A																
USGS	05427718	2003-06-08	14.6	A	0.0960	A																
USGS	05427718	2003-06-09	14.8	A	0.0950	A																
USGS	05427718	2003-06-10	14.0	A	0.0950	A																
USGS	05427718	2003-06-11	13.4	A	0.0950	A																
USGS	05427718	2003-06-12	12.8	A	0.0950	A																
USGS	05427718	2003-06-13	12.7	A	0.0940	A																
USGS	05427718	2003-06-14	12.1	A	0.0940	A																
USGS	05427718	2003-06-15	11.6	A	0.0940	A																
USGS	05427718	2003-06-16	11.5	A	0.0940	A																
USGS	05427718	2003-06-17	11.3	A	0.0930	A																
USGS	05427718	2003-06-18	11.1	A	0.0930	A																
USGS	05427718	2003-06-19	12.3	A	0.0930	A																
USGS	05427718	2003-06-20	11.1	A	0.0930	A																
USGS	05427718	2003-06-21	10.8	A	0.0920	A																
USGS	05427718	2003-06-22	10.7	A	0.0920	A																
USGS	05427718	2003-06-23	10.9	A	0.0950	A																
USGS	05427718	2003-06-24	11.9	A	0.103	A																
USGS	05427718	2003-06-25	11.1	A	0.0960	A																
USGS	05427718	2003-06-26	11.1	A	0.0980	A																
USGS	05427718	2003-06-27	10.3	A	0.101	A																
USGS	05427718	2003-06-28	14.1	A	0.136	A																
USGS	05427718	2003-06-29	12.3	A	0.121	A																
USGS	05427718	2003-06-30	10.6	A	0.104	A																
USGS	05427718	2003-07-01	10.1	A	0.100	A																
USGS	05427718	2003-07-02	9.62	A	0.0970	A																
USGS	05427718	2003-07-03	9.55	A	0.0940	A																
USGS	05427718	2003-07-04	10.5	A	0.101	A																
USGS	05427718	2003-07-05	11.7	A	0.106	A																
USGS	05427718	2003-07-06	14.5	A	0.133	A																
USGS	05427718	2003-07-07	13.2	A	0.127	A																
USGS	05427718	2003-07-08	11.6	A	0.0980	A																
USGS	05427718	2003-07-09	10.9	A	0.0940	A																
USGS	05427718	2003-07-10	11.1	A	0.0930	A																
USGS	05427718	2003-07-11	10.9	A	0.0930	A																
USGS	05427718	2003-07-12	10.2	A	0.0920	A																
USGS	05427718	2003-07-13	9.76	A	0.0910	A																
USGS	05427718	2003-07-14	9.52	A	0.0980	A																
USGS	05427718	2003-07-15	43.9	A	0.401	A																
USGS	05427718	2003-07-16	18.3	A	0.260	A																
USGS	05427718	2003-07-17	12.6	A	0.147	A																
USGS	05427718	2003-07-18	11.3	A	0.109	A																
USGS	05427718	2003-07-19	10.4	A	0.101	A																
USGS	05427718	2003-07-20	10.0	A	0.0940	A																
USGS	05427718	2003-07-21	13.1	A	0.110	A																
USGS	05427718	2003-07-22	10.5	A	0.0960	A																
USGS	05427718	2003-07-23	9.86	A	0.0920	A																
USGS	05427718	2003-07-24	9.57	A	0.0920	A																
USGS	05427718	2003-07-25	9.44	A	0.0920	A																
USGS	05427718	2003-07-26	9.29	A	0.0920	A																
USGS	05427718	2003-07-27	9.19	A	0.0930	A																
USGS	05427718	2003-07-28	9.01	A	0.0920	A																
USGS	05427718	2003-07-29	8.90	A	0.0910	A																
USGS	05427718	2003-07-30	9.01	A	0.0910	A																
USGS	05427718	2003-07-31	9.83	A	0.0910	A																
USGS	05427718	2003-08-01	9.50	A	0.0910	A																
USGS	05427718	2003-08-02	9.18	A	0.0980	A																
USGS	05427718	2003-08-03	21.6	A	0.298	A																
USGS	05427718	2003-08-04	11.2	A	0.182	A																
USGS	05427718	2003-08-05	9.75	A	0.119	A																
USGS	05427718	2003-08-06	9.56	A	0.0860	A																
USGS	05427718	2003-08-07	9.46	A	0.0630	A																
USGS	05427718	2003-08-08	9.07	A	0.0590	A																
USGS	05427718	2003-08-09	8.98	A	0.0590	A																
USGS	05427718	2003-08-10	8.86	A	0.0580	A																
USGS	05427718	2003-08-11	8.85	A	0.0570	A																
USGS	05427718	2003-08-12	9.09	A	0.0570	A																
USGS	05427718	2003-08-13	8.86	A	0.0560	A																
USGS	05427718	2003-08-14	8.83	A	0.0550	A																
USGS	05427718	2003-08-15	8.82	A	0.0550	A																
USGS	05427718	2003-08-16	8.97	A	0.0540	A																
USGS	05427718	2003-08-17	9.18	A	0.0530	A																
USGS	05427718	2003-08-18	8.73	A	0.0530	A																
USGS	05427718	2003-08-19	8.51	A	0.0520	A																
USGS	05427718	2003-08-20	8.55	A	0.0520	A																
USGS	05427718	2003-08-21	8.83	A	0.0510	A																
USGS	05427718	2003-08-22	8.80	A	0.0510	A																
USGS	05427718	2003-08-23	9.03	A	0.0500	A																
USGS	05427718	2003-08-24	9.37	A	0.0490	A																
USGS	05427718	2003-08-25	9.75	A	0.0490	A																
USGS	05427718	2003-08-26	9.50	A	0.0480	A																
USGS	05427718	2003-08-27	9.02	A	0.0480	A																
USGS	05427718	2003-08-28	8.95	A	0.0500	A																
USGS	05427718	2003-08-29	14.3	A	0.190	A																
USGS	05427718	2003-08-30	9.93	A	0.114	A																
USGS	05427718	2003-08-31	9.53	A	0.0820	A																
USGS	05427718	2003-09-01	9.45	A	0.0630	A																
USGS	05427718	2003-09-02	9.24	A	0.0600	A																
USGS	05427718	2003-09-03	9.09	A	0.0600	A																
USGS	05427718	2003-09-04	8.87	A	0.0590	A																
USGS	05427718	2003-09-05	9.24	A	0.0590	A																
USGS	05427718	2003-09-06	9.57	A	0.0580	A																
USGS	05427718	2003-09-07	9.29	A	0.0580	A																
USGS	05427718	2003-09-08	9.36	A	0.0570	A																
USGS	05427718	2003-09-09	9.53	A	0.0570	A																
USGS	05427718	2003-09-10	9.46	A	0.0560	A																
USGS	05427718	2003-09-11	9.58	A	0.0560	A																
USGS	05427718	2003-09-12	12.0	A	0.102	A																
USGS	05427718	2003-09-13	33.5	A	0.369	A																
USGS	05427718	2003-09-14	90.3	A	0.546	A																
USGS	05427718	2003-09-15	30.8	A	0.289	A																
USGS	05427718	2003-09-16	17.8	A	0.176	A																
USGS	05427718	2003-09-17	14.8	A	0.126	A																
USGS	05427718	2003-09-18	13.3	A	0.106	A																
USGS	05427718	2003-09-19	12.8	A	0.0900	A																
USGS	05427718	2003-09-20	12.6	A	0.0780	A																
USGS	05427718	2003-09-21	12.3	A	0.0730	A																
USGS	05427718	2003-09-22	12.2	A	0.0680	A																
USGS	05427718	2003-09-23	11.9	A	0.0640	A																
USGS	05427718	2003-09-24	11.3	A	0.0600	A																
USGS	05427718	2003-09-25	10.9	A	0.0560	A																
USGS	05427718	2003-09-26	10.7	A	0.0530	A																
USGS	05427718	2003-09-27	10.9	A	0.0530	A																
USGS	05427718	2003-09-28	10.5	A	0.0520	A																
USGS	05427718	2003-09-29	10.4	A	0.0520	A																
USGS	05427718	2003-09-30	10.1	A	0.0520	A																
USGS	05427718	2003-10-01	9.60	A	0.0500	A																
USGS	05427718	2003-10-02	9.50	A	0.0500	A																
USGS	05427718	2003-10-03	9.50	A	0.0500	A																
USGS	05427718	2003-10-04	9.50	A	0.0500	A																
USGS	05427718	2003-10-05	9.20	A	0.0500	A																
USGS	05427718	2003-10-06	9.30	A	0.0500	A																
USGS	05427718	2003-10-07	9.00	A	0.0490	A																
USGS	05427718	2003-10-08	8.90	A	0.0490	A																
USGS	05427718	2003-10-09	8.60	A	0.0490	A																
USGS	05427718	2003-10-10	8.30	A	0.0490	A																
USGS	05427718	2003-10-11	7.90	A	0.0490	A																
USGS	05427718	2003-10-12	7.80	A	0.0490	A																
USGS	05427718	2003-10-13	8.60	A	0.0500	A																
USGS	05427718	2003-10-14	12.0	A	0.0610	A																
USGS	05427718	2003-10-15	9.70	A	0.0560	A																
USGS	05427718	2003-10-16	8.90	A	0.0530	A																
USGS	05427718	2003-10-17	8.70	A	0.0520	A																
USGS	05427718	2003-10-18	8.60	A	0.0520	A																
USGS	05427718	2003-10-19	8.70	A	0.0520	A																
USGS	05427718	2003-10-20	9.00	A	0.0510	A																
USGS	05427718	2003-10-21	8.90	A	0.0510	A																
USGS	05427718	2003-10-22	8.80	A	0.0510	A																
USGS	05427718	2003-10-23	9.00	A	0.0500	A																
USGS	05427718	2003-10-24	11.0	A	0.0530	A																
USGS	05427718	2003-10-25	11.0	A	0.0660	A																
USGS	05427718	2003-10-26	9.40	A	0.0530	A																
USGS	05427718	2003-10-27	9.40	A	0.0510	A																
USGS	05427718	2003-10-28	9.50	A	0.0520	A																
USGS	05427718	2003-10-29	9.30	A	0.0520	A																
USGS	05427718	2003-10-30	9.60	A	0.0520	A																
USGS	05427718	2003-10-31	9.60	A	0.0530	A																
USGS	05427718	2003-11-01	9.20	A	0.0530	A																
USGS	05427718	2003-11-02	22.0	A	0.127	A																
USGS	05427718	2003-11-03	47.0	A	0.284	A																
USGS	05427718	2003-11-04	279	A	0.641	A																
USGS	05427718	2003-11-05	80.0	A	0.404	A																
USGS	05427718	2003-11-06	41.0	A	0.208	A																
USGS	05427718	2003-11-07	25.0	A	0.124	A																
USGS	05427718	2003-11-08	20.0	A	0.0960	A																
USGS	05427718	2003-11-09	17.0	A	0.0890	A																
USGS	05427718	2003-11-10	16.0	A	0.0830	A																
USGS	05427718	2003-11-11	16.0	A	0.0810	A																
USGS	05427718	2003-11-12	16.0	A	0.0800	A																
USGS	05427718	2003-11-13	16.0	A	0.0800	A																
USGS	05427718	2003-11-14	16.0	A	0.0790	A																
USGS	05427718	2003-11-15	15.0	A	0.0780	A																
USGS	05427718	2003-11-16	15.0	A	0.0770	A																
USGS	05427718	2003-11-17	15.0	A	0.0770	A																
USGS	05427718	2003-11-18	22.0	A	0.0980	A																
USGS	05427718	2003-11-19	20.0	A	0.0900	A																
USGS	05427718	2003-11-20	17.0	A	0.0800	A																
USGS	05427718	2003-11-21	16.0	A	0.0800	A																
USGS	05427718	2003-11-22	16.0	A	0.0800	A																
USGS	05427718	2003-11-23	141	A	0.485	A																
USGS	05427718	2003-11-24	67.0	A	0.349	A																
USGS	05427718	2003-11-25	33.0	A	0.174	A																
USGS	05427718	2003-11-26	25.0	A	0.126	A																
USGS	05427718	2003-11-27	22.0	A	0.0960	A																
USGS	05427718	2003-11-28	21.0	A	0.0920	A																
USGS	05427718	2003-11-29	20.0	A	0.0920	A																
USGS	05427718	2003-11-30	19.0	A	0.0910	A																
USGS	05427718	2003-12-01	19.0	A	0.0910	A																
USGS	05427718	2003-12-02	18.0	A	0.0910	A																
USGS	05427718	2003-12-03	17.0	A	0.0910	A																
USGS	05427718	2003-12-04	17.0	A	0.0900	A																
USGS	05427718	2003-12-05	17.0	A	0.0900	A																
USGS	05427718	2003-12-06	17.0	A	0.0900	A																
USGS	05427718	2003-12-07	17.0	A	0.0900	A																
USGS	05427718	2003-12-08	17.0	A	0.0890	A																
USGS	05427718	2003-12-09	17.0	A	0.0890	A																
USGS	05427718	2003-12-10	66.0	A	0.231	A																
USGS	05427718	2003-12-11	41.0	A	0.189	A																
USGS	05427718	2003-12-12	30.0	A	0.0990	A																
USGS	05427718	2003-12-13	22.0	A	0.0780	A																
USGS	05427718	2003-12-14	19.0	A	0.0650	A																
USGS	05427718	2003-12-15	18.0	A	0.0550	A																
USGS	05427718	2003-12-16	19.0	A	0.0520	A																
USGS	05427718	2003-12-17	18.0	A	0.0490	A																
USGS	05427718	2003-12-18	17.0	A	0.0460	A																
USGS	05427718	2003-12-19	17.0	A	0.0440	A																
USGS	05427718	2003-12-20	17.0	A	0.0420	A																
USGS	05427718	2003-12-21	17.0	A	0.0400	A																
USGS	05427718	2003-12-22	17.0	A	0.0380	A																
USGS	05427718	2003-12-23	17.0	A	0.0360	A																
USGS	05427718	2003-12-24	16.0	A	0.0340	A																
USGS	05427718	2003-12-25	17.0	A	0.0330	A																
USGS	05427718	2003-12-26	16.0	A	0.0330	A																
USGS	05427718	2003-12-27	17.0	A	0.0320	A																
USGS	05427718	2003-12-28	20.0	A	0.0320	A																
USGS	05427718	2003-12-29	19.0	A	0.0320	A																
USGS	05427718	2003-12-30	18.0	A	0.0310	A																
USGS	05427718	2003-12-31	17.0	A	0.0310	A																
USGS	05427718	2004-01-01	16.0	A	0.0310	A																
USGS	05427718	2004-01-02	17.0	A	0.0310	A																
USGS	05427718	2004-01-03	17.0	A	0.0300	A																
USGS	05427718	2004-01-04	16.0	A	0.0300	A																
USGS	05427718	2004-01-05	15.0	A	0.0300	A																
USGS	05427718	2004-01-06	14.0	A:e	0.0290	A																
USGS	05427718	2004-01-07	14.0	A:e	0.0290	A																
USGS	05427718	2004-01-08	14.0	A:e	0.0290	A																
USGS	05427718	2004-01-09	14.0	A:e	0.0290	A																
USGS	05427718	2004-01-10	14.0	A	0.0280	A																
USGS	05427718	2004-01-11	14.0	A	0.0280	A																
USGS	05427718	2004-01-12	14.0	A	0.0280	A																
USGS	05427718	2004-01-13	14.0	A	0.0280	A																
USGS	05427718	2004-01-14	14.0	A	0.0280	A																
USGS	05427718	2004-01-15	13.0	A	0.0280	A																
USGS	05427718	2004-01-16	13.0	A	0.0280	A																
USGS	05427718	2004-01-17	13.0	A	0.0280	A																
USGS	05427718	2004-01-18	13.0	A	0.0280	A																
USGS	05427718	2004-01-19	13.0	A:e	0.0280	A																
USGS	05427718	2004-01-20	12.0	A:e	0.0280	A																
USGS	05427718	2004-01-21	12.0	A:e	0.0280	A																
USGS	05427718	2004-01-22	12.0	A:e	0.0280	A																
USGS	05427718	2004-01-23	12.0	A:e	0.0290	A																
USGS	05427718	2004-01-24	12.0	A:e	0.0290	A																
USGS	05427718	2004-01-25	12.0	A:e	0.0290	A																
USGS	05427718	2004-01-26	12.0	A:e	0.0290	A																
USGS	05427718	2004-01-27	12.0	A:e	0.0290	A																
USGS	05427718	2004-01-28	11.0	A:e	0.0290	A																
USGS	05427718	2004-01-29	11.0	A:e	0.0290	A																
USGS	05427718	2004-01-30	11.0	A:e	0.0290	A																
USGS	05427718	2004-01-31	11.0	A:e	0.0290	A																
USGS	05427718	2004-02-01	11.0	A:e	0.0290	A																
USGS	05427718	2004-02-02	11.0	A:e	0.0290	A																
USGS	05427718	2004-02-03	11.0	A:e	0.0290	A																
USGS	05427718	2004-02-04	11.0	A:e	0.0290	A																
USGS	05427718	2004-02-05	11.0	A:e	0.0290	A																
USGS	05427718	2004-02-06	11.0	A:e	0.0290	A																
USGS	05427718	2004-02-07	11.0	A:e	0.0290	A																
USGS	05427718	2004-02-08	11.0	A:e	0.0290	A																
